,features,feature_sums,VIF
10944,GROOPF_G14_XDC_W0|S1|G14512_S1311_XDC,16864022740.7021,2554509147686.0444
9350,GELP_G14_XDC_GF0704_S13_XDC,15272043939364.365,2553784875174.6504
7187,GADL_T_G14_XDC_G33_S1313_XDC_W0|S1_F,5874034400395.249,2553784875174.6504
1854,FOSLG_XDC,323814034221506.9,2550169664422.7046
4396,GADAFD_O_G14_XDC_G92_S1314_XDC_W2|S1_F,502901566438.6621,2549447850195.582
8691,GEGC_IO_G14_XDC_1A|S1|G26C_S1313_XDC,19246732829.4521,2546564674792.477
429,BCG_GADLF_T_G01_CA_XDC,30589663700077.254,2533670676439.0977
6956,GADLO_O_G14_XDC_G93_S1314_XDC_W0|S1_F8,276614065121.2724,2532246065431.8223
4487,GADAFD_T_GG_G14_XDC_G32_W2|S13_S13112_XDC,-1708495313183.8948,2531534360523.0444
11940,GRTPW_G14_XDC_W0|S1|G1132_S1321_XDC,1723958798849.9263,2531534360523.0444
1443,FDSAD_USD,16046163042462.58,2526563605817.95
2577,FS_ODX_INIF_XDC,100474681025761.67,2526563605817.95
398,BCG_GADAFFD_T_G01_CA_XDC,121494368279.5145,2524439253010.3677
3451,GAAFD_HN_G14_XDC_G62_W2|S1M_S1313_XDC,34329158183.4371,2522318469543.823
11493,GRSSU_G14_XDC_W0|S1|G1214_S13_XDC,54144039078052.54,2518087574710.9287
4649,GADAFFC_T_G14_XDC_G32_S1311_XDC_W1|S1_F2,10550431402757.598,2517383805126.046
1200,FA_XDC_FS_ODX_XC,22392384965817.89,2508969151738.438
6621,GADLF_O_G14_XDC_G93_S1321_XDC_W1|S1_F,10354438762484.252,2504086531760.0757
5787,GADANV_T_G14_XDC_G31_S1313_XDC_W0|S1_N13N,6931824568.3371,2502694986035.285
11171,GROSA_G14_XDC_W0|S1|G1422_S1314_XDC,255849541239.4307,2501999792983.609
1977,FSGDLEM_XDC,85611428359790.64,2494378082176.957
2089,FS_HH_ANFO_USD,5373836437500.0,2494378082176.957
9343,GELP_G14_XDC_GF0704_S13112_XDC,841170081872.3955,2487489437929.023
1967,FSGDLEMLAC_USD,508762146928.288,2486802665582.825
4525,GADAFD_T_LG_G14_XDC_G32_W2|S1313_S1321_XDC,56003771928.7918,2484059364241.8623
2336,FS_ODX_AFLG_NFC_USD,3340946889246.605,2479273122692.263
12227,GXCCF_G14_CA_XDC_GNFB|_Z_S1314_XDC,-11316194423576.674,2475865655508.794
2342,FS_ODX_AFLG_NODX_USD,9023554923814.365,2474505289764.009
11072,GROPI_NGG_G14_XDC_W2|S1W|G1411_S1311_XDC,4359154880434.138,2467049919129.2773
9204,GEI_G14_XDC_W0|S1|G24_S1314_XDC,483833933790.9741,2465024426584.8364
4344,GADAFDO_T_G14_XDC_G32_S1311B_XDC_W2|S1_F8,15565993192771.047,2463675944951.037
10359,GEST_PE_G14_XDC_W2|S1KP|G25_S13112_XDC,6377292840500.441,2456955606857.881
688,CG01_GXOBP_G01_XDC,13159879839321.234,2446943562820.1553
1908,FSDERE_FSERE_USD,1794222366318.6375,2439653102584.234
4157,GADAFAE_T_G14_XDC_G32_S1321_XDC_W0|S1_F5,44292910729480.33,2433063007763.639
11492,GRSSU_G14_XDC_W0|S1|G1214_S1321_XDC,29598518594645.555,2431092916259.377
11472,GRSSS_G14_XDC_W0|S1|G1213_S1311_XDC,490659031924.0355,2431092916259.377
4985,GADAFIR_T_G14_XDC_G32_S1311_XDC_W0|S1_F6,4316516305.0403,2429126012605.4453
7383,GALDF_G14_XDC_G63_S13112_XDC_W2|S1_F7,19116650269.5019,2428471085128.3345
11524,GRS_G14_CA_XDC_G12|_Z_S1321_XDC,87862784891409.23,2428471085128.3345
10050,GER_G14_XDC_GF08_S1312_XDC,2505798437754.6846,2423896462524.4863
2388,FS_ODX_AFLS_FSPN_XDC,134062191632741.62,2416094220692.326
8310,GECESI_G14_XDC_W0|S1|G2122_S13_XDC,1687397592330.812,2391080237520.837
1656,FFSO_XDC,-112964771479990.61,2387910725010.8677
6574,GADLFSDR_T_G14_XDC_G33_S13_XDC_W1|S1_F12,63480088844.9602,2379080627242.7344
4103,GAAN_G14_XDC_G61|NN_S13112_XDC,66858705544592.87,2376569724206.0664
7351,GALDA_G14_XDC_G63_S13112_XDC_W2|S1_F5,6615550019091.41,2372188373647.878
4986,GADAFIR_T_G14_XDC_G32_S1312_XDC_W0|S1_F6,396063819.7741,2364094292582.9375
11155,GROP_G14_XDC_W0|S1|G141_S1314_XDC,7361086590670.907,2359758777768.1406
12107,GRT_G14_XDC_G11|_Z_S1314_XDC,3499579512717.797,2359140716275.797
11332,GRO_G14_CA_XDC_G14|_Z_S1321_XDC,270704718060348.62,2358522978460.59
3050,FS_OFM_IPF_NLIC_PEG_USD,1036004537997.7272,2356055258891.1826
6042,GADLDA_T_G14_XDC_G33_S1312_XDC_W2|S1_F5,47002691512.6152,2342574578606.2397
409,BCG_GADAFSO_T_G01_XDC,487079369918.4745,2341356707756.951
10066,GESA_G14_XDC_W0|S1|G272_S1312_XDC,8165859647899.554,2338924761033.7554
12021,GRTTP_G14_XDC_W0|S1|G1153_S13_XDC,16455411065.0077,2338924761033.7554
3656,GAAFFM_G14_XDC_G62_S1311B_XDC_W1|S1_F1,259307773254.375,2337104113840.4233
3561,GAAFFA_G14_XDC_G62_S1311_XDC_W1|S1_F5,27606122330727.137,2322041571214.4863
7108,GADLSO_V_G14_GDP_PT_G53_S1314_XDC_R_B1GQ_W0|S1_F3,0.0009,2316666474984.823
5877,GADAN_T_G14_XDC_G31_S1321_XDC_W0|S1_NN,118510252477577.67,2308946232950.78
2244,FS_NFC_EI_USD,475580092322.7231,2308354498908.5063
2242,FS_NFC_EI_FSEIE_USD,475580092322.7231,2308354498908.5063
4200,GADAFCD_O_G14_XDC_G92_S1311B_XDC_W0|S1_F2,1519587235289.2878,2306581115170.5483
7163,GADL_T_G14_CA_XDC_G33|F_S1313_XDC,2514127122600.356,2305400372342.204
2695,FS_ODX_VLE_XDC,328087511170841.06,2295412654113.403
6453,GADLFD_O_G14_GDP_PT_G93_S1321_XDC_R_B1GQ_W0|S1_F7,0.3274,2294243315012.9883
6013,GADLCD_T_G14_XDC_G33_S1321_XDC_W0|S1_F2,2684692960009.2383,2290159993577.674
11232,GROS_G14_XDC_W0|S1|G142_S1311_XDC,128195958093160.58,2288414444802.0815
9638,GEOOPP_G14_XDC_W0|S1|G28311_S13_XDC,289100640374.065,2287833186370.5845
5180,GADAFO_T_G14_XDC_G32_S1314_XDC_W0|S1_F8,3960069962833.18,2284931317793.25
2954,FS_OFM_IPF_NLIC_AA_USD,2274021356489.388,2280881047034.9434
5261,GADAFSO_V_G14_XDC_G52_S1321_XDC_W0|S1_F3,466986069291.6122,2274545266348.7354
9196,GEI_G14_XDC_G24|_Z_S1314_XDC,483833933790.9741,2274545266348.7354
774,DA_XDC_FS_ODX_IPM,56998973448144.21,2269959489602.0645
9065,GEHH_G14_XDC_GF0601_S1311_XDC,4740494981928.481,2268244586940.567
9365,GELR_G14_XDC_GF0705_S1321_XDC,301492678812.1939,2259708794465.8784
7785,GALFSDR_G14_XDC_G63_S1311_XDC_W1|S1_F12,980825217928.8372,2257443422240.85
2428,FS_ODX_ARW_USD,11443256653147.877,2247866048101.0713
7991,GALLS_G14_XDC_G63_S13112_XDC_W0|S1_F4,10338716742532.762,2242828499686.502
10864,GRG_GG_G14_XDC_W2|S13|G13_S1311_XDC,14477474516838.285,2231714384227.203
594,CG01_GADAFXD_T_G01_CA_XDC,563831021915.4998,2231161569170.4214
8141,GEAC_G14_XDC_GF0406_S1321_XDC,4204396874532.3574,2230056760272.5903
6168,GADLD_O_G14_XDC_G93_S1311B_XDC_W2|S1_F,8901965455370.326,2224549087365.0264
7196,GADL_T_G14_XDC_G33|F_S1314_XDC,1059763634444.6006,2223450815784.002
5357,GADAF_V_G14_XDC_G52_S1321_XDC_W0|S1_F,-2187560705646.9329,2222353628112.754
2483,FS_ODX_CT1_FSKA_USD,1517375334788.7944,2221257522747.47
4296,GADAFDI_T_G14_XDC_G32_S1311B_XDC_W2|S1_F6,2949988372.9122,2216883892380.259
3003,FS_OFM_IPF_NLIC_CR_USD,799018308209.8182,2209271340382.8774
2479,FS_ODX_CR_USD,1827863372043.6592,2197950037760.1248
11443,GRSSE_G14_XDC_W0|S1|G1211_S1314_XDC,54803563503743.15,2196342173796.8767
8573,GEEP_G14_XDC_GF0901_S1321_XDC,30520373203378.777,2193133492754.0764
5917,GADLAE_HG_G14_XDC_G43_S1321_XDC_W0|S1_F5,1457047776.281,2176703541503.381
5751,GADANV_O_G14_XDC_G91_S13112_XDC_W0|S1_N13N,12224786.2364,2176703541503.381
4683,GADAFFD_O_G14_XDC_G92_S1313_XDC_W0|S1_F7,-1193016867.5311,2167797654570.6355
10098,GESPA_G14_XDC_GF1002_S1312_XDC,168191611013.1712,2157929864576.184
4810,GADAFFS_T_G14_XDC_G32_S1312_XDC_W1|S1_F3,-18170264420.4192,2157412995147.5427
6615,GADLF_O_G14_XDC_G93_S13112_XDC_W1|S1_F,-7076087269.1002,2157412995147.5427
11250,GROTCO_G14_XDC_W0|S1|G14412_S1313_XDC,9010752351283.553,2155863871407.6091
5578,GADANI_V_G14_XDC_G51_S1312_XDC_W0|S1_N12N,-441188202.814,2155347991084.2288
8219,GEAO_G14_XDC_GF0407_S1313_XDC,206943724631.5867,2152772288418.0193
263,42E__V1_XDC,1910354914008.2737,2146615646983.0771
11089,GROPI_NRES_G14_XDC_W1|S1|G1411_S1312_XDC,87513107283.9011,2146615646983.0771
12350,GX_G14_XDC_G2M|_Z_S13112_XDC,106934038252342.62,2144571251128.8076
10268,GESS_G14_XDC_W0|S1|G271_S1314_XDC,211253059467797.5,2142530745656.7537
4375,GADAFD_HG_G14_XDC_G42_S13112_XDC_W2|S1_F,455959204616.3429,2140494119472.6692
5612,GADANNL_T_G14_XDC_G31_S1314_XDC_W0|S1_N211N,161873224084.1276,2135419453471.0745
11397,GRSOI_G14_XDC_W0|S1|G1223_S13_XDC,3242069339854.88,2128355211422.7295
7130,GADL_HG_G14_XDC_G43_S1312_XDC_W0|S1_F,144856970745.4774,2119839786947.7505
7754,GALFL_G14_XDC_G63_S1312_XDC_W1|S1_F4,387678799298.2019,2118842449950.8333
11235,GROS_G14_XDC_W0|S1|G142_S1314_XDC,1144150362990.2957,2118344133288.098
4012,GAANNL_G14_XDC_G61_S1314_XDC_W0|S1_N211N,200287964810.1279,2107440162550.5364
5579,GADANI_V_G14_XDC_G51_S1313_XDC_W0|S1_N12N,-48117617608.8672,2104485807182.4749
6679,GADLF_T_IO_G14_XDC_G33_1A|S1_S13112_XDC,943177767693.6218,2103994219747.954
4270,GADAFDC_T_G14_XDC_G32_S13_XDC_W2|S1_F2,93878925750728.7,2099090947271.2637
3031,FS_OFM_IPF_NLIC_L_USD,1474996038480.3894,2096159938268.7903
5608,GADANNL_T_G14_XDC_G31_S1311B_XDC_W0|S1_N211N,5074529856639.08,2095672232373.4275
11376,GRSOE_G14_XDC_W0|S1|G1221_S1311_XDC,8089053181033.486,2092750756213.0557
9861,GEPO_G14_XDC_GF0306_S1321_XDC,11897156566867.291,2087899688164.3467
1641,FFSG_XDC,322023194148818.06,2086448750229.5557
10308,GEST_G14_XDC_G25|_Z_S1314_XDC,310132153226.6305,2084517300333.486
6152,GADLD_HG_G14_XDC_G43_S1311B_XDC_W2|S1_F,5486130768836.95,2076348375920.007
9648,GEOOP_G14_XDC_W0|S1|G2831_S1311B_XDC,205732631793.0006,2076348375920.007
9664,GEOO_G14_XDC_W0|S1|G283_S1311B_XDC,205732631793.0006,2076348375920.007
9152,GEH_G14_XDC_GF06_S1311B_XDC,31741982656031.78,2053156885056.0728
2377,FS_ODX_AFLREC_USD,1542021402022.2344,2041060334181.054
2375,FS_ODX_AFLREC_FSCR_USD,1542021402022.2344,2041060334181.054
12081,GRT_G14_CA_XDC_G11|_Z_S1312_XDC,54142302892651.07,2035525255308.6987
3605,GAAFFF_G14_GDP_PT_G62_S1321_XDC_R_B1GQ_W1|S1_F7,0.5375,2035525255308.6987
8120,GEAA_G14_XDC_GF0402_S1311B_XDC,26449743568997.15,2030935570403.8313
9775,GEO_G14_CA_XDC_G28|_Z_S13112_XDC,9939214557063.553,2030020116011.0415
1467,FDSAO_USD,13979317222630.324,2029562698229.1555
8218,GEAO_G14_XDC_GF0407_S1312_XDC,563718583021.2473,2023634970734.8892
7835,GALF_G14_XDC_G63_S1313_XDC_W1|S1_F,1570287439572.993,2022271947629.32
5627,GADANNO_T_G14_XDC_G31_S1313_XDC_W0|S1_N21KN,81994630189.6888,2015935374830.1235
5500,GADANF_V_G14_XDC_G51_S1314_XDC_W0|S1_N11N,17228177030.0355,2014132212598.612
5118,GADAFM_T_G14_XDC_G32_S13_XDC_W0|S1_F1,113857472832.6594,2006951705601.8252
4477,GADAFD_T_G14_XDC_G32_S1321_XDC_W2|S1_F,105982074213109.4,2005164571402.714
1652,FFSL_USD,938488417228.7302,2001599834386.8872
5513,GADANI_HG_G14_XDC_G41_S1311_XDC_W0|S1_N12N,-958805581.0517,2001155133246.1655
1045,FASAG_USD,1593747993287.286,2000710629662.5923
4186,GADAFCD_HG_G14_XDC_G42_S1312_XDC_W0|S1_F2,14103350532.7721,1999822214640.54
5618,GADANNO_T_G14_GDP_PT_G31_S1312_XDC_R_B1GQ_W0|S1_N21KN,0.0497,1997604625136.6135
4620,GADAFD_V_G14_XDC_G52_S1314_XDC_W2|S1_F,403331899987.6048,1988783231340.4707
184,34A___XDC,49525706929230.9,1983964593555.285
9651,GEOOP_G14_XDC_W0|S1|G2831_S1313_XDC,82329074077.4752,1981346074514.077
7888,GALIRC_T_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W0|S1_F64,10.7878,1976563365095.6753
182,32____USD,3763578058762.484,1971803689741.8984
6984,GADLO_V_G14_XDC_G53_S1311B_XDC_W0|S1_F8,1202707161229.922,1968356480494.098
4202,GADAFCD_O_G14_XDC_G92_S1312_XDC_W0|S1_F2,11238064963.0876,1967496560668.6309
10567,GG_GADAFXF_T_G01_CA_XDC,-392623615206.6058,1967496560668.6309
4201,GADAFCD_O_G14_XDC_G92_S1311_XDC_W0|S1_F2,12026003525.9702,1962352778810.6736
7415,GALDL_G14_XDC_G63_S13112_XDC_W2|S1_F4,10225462109845.924,1961925344095.1843
1643,FFSI_USD,20508398172178.676,1959364641013.9204
8509,GEEE_G14_XDC_GF0906_S1321_XDC,3985707852027.8896,1958938506903.2173
12064,GRTT_G14_XDC_W0|S1|G115_S1311_XDC,80581063980494.52,1958938506903.2173
1595,FFCLF_USD,4539583949699.565,1952145482171.8665
1104,FASLD_USD,2875280448.224,1950032313215.1963
1322,FCLODCH_XDC,1161804919951695.0,1948345069163.096
11806,GRTI_G14_XDC_W0|S1|G111_S13112_XDC,2470761836217.6465,1947081550960.0068
2665,FS_ODX_PNO_XDC,7405331598815.787,1941206735935.5583
10418,GES_G14_XDC_G27|_Z_S1312_XDC,11226576042892.527,1939117170019.589
8222,GEAO_G14_XDC_GF0407_S13_XDC,3843170913596.5986,1935783205403.1787
7038,GADLSDR_T_G14_XDC_G33_S13_XDC_W0|S1_F12,66015898069.8732,1930389896001.07
11793,GRTIU_G14_XDC_W0|S1|G1113_S1312_XDC,186905174002.5273,1926673637377.752
12150,GR_G14_XDC_G1|_Z_S13112_XDC,119049399014076.8,1918466294939.5083
10416,GES_G14_XDC_G27|_Z_S1311B_XDC,76063498463251.88,1918057762934.6235
12078,GRT_G14_CA_XDC_G11|_Z_S13112_XDC,8509291831620.221,1917649404884.1797
9345,GELP_G14_XDC_GF0704_S1311_XDC,10938974949086.504,1915610220064.0137
9810,GEO_G14_XDC_W0|S1|G28_S1312_XDC,42329919634698.18,1907900710599.6597
295,46D___XDC,3483171470801.062,1905075984505.286
2195,FS_NFC_ANFO_USD,16613626990229.184,1890283159441.9707
10458,GETO_G14_XDC__T_S1312_XDC,240332534800485.7,1887905943144.203
5528,GADANI_O_G14_XDC_G91_S1311B_XDC_W0|S1_N12N,288030961011.9888,1885929492198.7
11775,GRTII_G14_XDC_W0|S1|G1111_S1311B_XDC,128588204593112.81,1885534698501.3591
8135,GEAC_G14_XDC_GF0406_S13112_XDC,1190080480884.116,1882382289392.057
11380,GRSOE_G14_XDC_W0|S1|G1221_S1321_XDC,7948279890161.624,1878064898820.057
4184,GADAFCD_HG_G14_XDC_G42_S1311B_XDC_W0|S1_F2,1417519409498.422,1875327764884.654
7082,GADLSO_O_G14_XDC_G93_S1312_XDC_W0|S1_F3,27331408517.9288,1867938460128.7827
8522,GEEL_G14_XDC_GF0905_S1312_XDC,65098865570.6266,1867551162086.0444
7721,GALFF_G14_XDC_G63_S1311_XDC_W1|S1_F7,64609912278.0064,1866777047614.7131
8336,GECEW_G14_XDC_W0|S1|G211_S1311B_XDC,217505806369180.88,1866390230986.5295
11890,GRTPN_G14_XDC_W0|S1|G1135_S1313_XDC,381828355405.5868,1866003574630.411
1809,FOSAOP_USD,8385716524256.479,1864072693448.0527
6736,GADLIRL_T_G14_GDP_PT_G33_S1311B_XDC_R_B1GQ_W0|S1_F62,0.6551,1862145804163.9429
8805,GEGPF_G14_XDC_GF0102_S1321_XDC,822777744642.066,1861376163410.0005
6760,GADLIRN_T_G14_XDC_G33_S1311B_XDC_W0|S1_F61,147111974.359,1860991581558.056
5529,GADANI_O_G14_XDC_G91_S1311_XDC_W0|S1_N12N,162498963279.7076,1859071053610.112
4075,GAANV_G14_XDC_G61_S1313_XDC_W0|S1_N13N,104704900148.8702,1854096182532.1104
5384,GADANFM_T_G14_XDC_G31_S1311B_XDC_W0|S1_N113N,61792917857881.65,1849907425496.1987
10993,GROO_G14_XDC_W0|S1|G145_S1312_XDC,8153161577.7446,1828501675749.288
11445,GRSSE_G14_XDC_W0|S1|G1211_S13_XDC,71926518180959.47,1821844509454.0845
12790,NSDGDP_R_XDC,83405440026808.75,1821476087915.2664
5819,GADAN_HG_G14_XDC_G41_S1313_XDC_W0|S1_NN,2183548454881.129,1818166987230.7207
3014,FS_OFM_IPF_NLIC_IIN_USD,57062125046.9091,1817433263668.4807
6784,GADLIRS_T_G14_GDP_PT_G33_S1311B_XDC_R_B1GQ_W0|S1_F66,2.5129,1814869888120.2883
4265,GADAFDC_T_G14_XDC_G32_S1311_XDC_W2|S1_F2,68504758993596.15,1811949156053.3076
8082,GAL_G14_XDC_G63_S1312_XDC_W0|S1_F,61361402319463.77,1808674549144.7776
10114,GESPF_G14_XDC_GF1004_S1312_XDC,313569528988.8643,1786433806969.6533
4248,GADAFDA_T_G14_XDC_G32_S1311B_XDC_W2|S1_F5,26601561537481.184,1785725466840.0063
5641,GADANNS_T_G14_XDC_G31_S1311_XDC_W0|S1_N212N,-137322330315.9926,1782544875270.3328
2362,FS_ODX_AFLG_USD,9771908415449.354,1782192175453.3027
9930,GEP_G14_XDC_GF03_S1312_XDC,2649496294092.436,1779727179360.0063
11714,GRTGSUO_G14_XDC_W0|S1|G11452_S1313_XDC,3289346702432.576,1776217561573.8499
12321,GXOPB_G14_XDC_GPB|_Z_S1312_XDC,4434771732394.735,1774817587141.0823
7085,GADLSO_O_G14_XDC_G93_S1321_XDC_W0|S1_F3,10004311460234.74,1773070719437.2031
10086,GESE_G14_XDC_W0|S1|G273_S13_XDC,16837704095902.695,1771675699201.6113
8938,GEGS_G14_XDC_W0|S1|G22_S1312_XDC,25693138474177.277,1770282872394.063
8930,GEGS_G14_XDC_G22|_Z_S1312_XDC,25693138474177.277,1768544915519.5352
1602,FFCO_XDC,1598871833963.2126,1766810367740.4849
11551,GRS_G14_XDC_W0|S1|G12_S1311B_XDC,29617411734306.516,1765425177330.653
6126,GADLDO_T_G14_XDC_G33_S13_XDC_W2|S1_F8,12637712040594.557,1761971685199.7246
3815,GAAFM_G14_XDC_G62_S13112_XDC_W0|S1_F1,22662721364.25,1760938270721.6016
3879,GAAF_G14_XDC_G62|F_S13112_XDC,127772352186506.47,1758875074153.6794
9857,GEPO_G14_XDC_GF0306_S1311_XDC,11910137551947.117,1757845287810.498
9978,GERD_G14_XDC_GF0805_S1312_XDC,1079839980.7025,1753738172652.0623
7129,GADL_HG_G14_XDC_G43_S1311_XDC_W0|S1_F,21827912321745.188,1747274346215.5173
10314,GEST_G14_XDC_W0|S1|G25_S1312_XDC,3934746449368.2417,1743216422438.7444
10347,GEST_PCO_G14_XDC_W2|S1K1|G25_S1313_XDC,2446296348357.684,1740185327422.9119
9667,GEOO_G14_XDC_W0|S1|G283_S1313_XDC,84786475564.6547,1724856234151.856
5576,GADANI_V_G14_XDC_G51_S1311B_XDC_W0|S1_N12N,369274773679.8624,1717292517586.4617
6653,GADLF_T_G14_XDC_G33_S1321_XDC_W1|S1_F,39763541327250.164,1710444218522.7861
6125,GADLDO_T_G14_XDC_G33_S1321_XDC_W2|S1_F8,9170633162995.594,1700755146287.9517
7096,GADLSO_T_G14_XDC_G33_S1311B_XDC_W0|S1_F3,75312008701908.52,1700434067347.7424
8851,GEGPR_G14_XDC_GF0105_S1313_XDC,42798759646.9006,1684533243826.6304
1820,FOSD_USD,11188391854630.416,1676693829996.4617
12794,NXS_R_XDC,276555947781758.5,1673889473098.1216
1983,FSHDDI_PT,1051800348.573,1670474639232.38
4536,GADAFD_T_NFC_G14_XDC_G32_W2|S11_S1311B_XDC,8669719811973.312,1665532406571.929
7134,GADL_HG_G14_XDC_G43_S13_XDC_W0|S1_F,19557877873711.613,1664608991820.5493
348,57D___XDC,172758728409058.3,1663379363756.4158
7976,GALIR_G14_XDC_G63_S1311B_XDC_W0|S1_F6,42016610420651.484,1657563351995.0298
6650,GADLF_T_G14_XDC_G33_S1312_XDC_W1|S1_F,-40577111888.1454,1656953505287.1582
3583,GAAFFD_G14_GDP_PT_G62_S13112_XDC_R_B1GQ_W0|S1_F7,0.0162,1650274689399.229
2426,FS_ODX_ARW_FSKRTC_USD,11443256653147.877,1646955431475.771
4190,GADAFCD_HG_G14_XDC_G42_S13_XDC_W0|S1_F2,1301537789808.726,1643349617723.224
2471,FS_ODX_CRT_FSKRC_USD,1686014342599.7302,1635887986694.6953
490,BCG_GRTT_G01_XDC,44071197424676.02,1635590930586.7063
5753,GADANV_O_G14_XDC_G91_S1311_XDC_W0|S1_N13N,4424763554.7589,1633218359880.5063
2372,FS_ODX_AFLNP_XDC,237500520669980.38,1630262308550.4058
5911,GADLAE_HG_G14_XDC_G43_S13112_XDC_W0|S1_F5,342033743404.9622,1627905160806.252
5102,GADAFM_O_G14_XDC_G92_S13_XDC_W0|S1_F1,-11027482222.2222,1624382192018.2131
5097,GADAFM_O_G14_XDC_G92_S1311_XDC_W0|S1_F1,-11027482222.2222,1624382192018.2131
5511,GADANI_HG_G14_XDC_G41_S13112_XDC_W0|S1_N12N,58662004695.518,1623211255134.4373
9274,GEKC_G14_XDC_G23|_Z_S1312_XDC,1301576348335.573,1619126236696.2056
1565,FFCAOP_USD,29530491871537.37,1618253549180.9185
12110,GRT_G14_XDC_W0|S1|G11_S13112_XDC,8647628812685.175,1613904184687.5098
10150,GESPP_G14_XDC_GF1009_S13_XDC,9234618101686.605,1609290558288.546
5626,GADANNO_T_G14_XDC_G31_S1312_XDC_W0|S1_N21KN,31042492228.9031,1607280380931.6545
7290,GALD3_G14_MV_XDC_G63|FD3_S1312_XDC,12653850939004.488,1603560486868.6118
686,CG01_GXCNLA_G01_XDC,-454482092177.9152,1601564590103.306
5758,GADANV_O_G14_XDC_G91_S13_XDC_W0|S1_N13N,4620505817.4739,1600995246132.4194
1066,FASAO_XDC,71921326913945.7,1593912449963.014
8525,GEEL_G14_XDC_GF0905_S1321_XDC,5970052169286.01,1592503404303.57
7133,GADL_HG_G14_XDC_G43_S1321_XDC_W0|S1_F,17945793357490.938,1589973390069.0188
1956,FSGDLAE_XDC,68808656678046.92,1587731227699.8047
4775,GADAFFM_T_G14_XDC_G32_S13112_XDC_W1|S1_F1,31041269000.0,1585495380169.159
11247,GROTCO_G14_XDC_W0|S1|G14412_S1311B_XDC,9230130455909.438,1584658559947.3948
1607,FFSAD_USD,2892981566453.701,1579656130259.732
1036,FASAD_XDC,89676648704596.34,1579379143387.8647
4391,GADAFD_O_G14_XDC_G92_S13112_XDC_W2|S1_F,815552657022.4182,1568651907826.714
5577,GADANI_V_G14_XDC_G51_S1311_XDC_W0|S1_N12N,155963831556.0638,1559958305289.3994
11071,GROPI_NGG_G14_XDC_W2|S1W|G1411_S1311B_XDC,2662208499567.5747,1551360533024.6284
9282,GEKC_G14_XDC_W0|S1|G23_S1312_XDC,1301576348335.573,1550826317965.0469
1489,FDSB_USD,13666421575819.475,1550826317965.0469
5484,GADANF_T_G14_XDC_G31_S1314_XDC_W0|S1_N11N,2543817176508.8447,1550025684863.3613
2672,FS_ODX_RE_USD,60412554026.2298,1549492388567.1755
1740,FITBBE_PA,2.7466,1547097089443.6606
5908,GADLAE_HG_G14_GDP_PT_G43_S1314_XDC_R_B1GQ_W0|S1_F5,0.0012,1545504333346.0864
12337,GX_G14_CA_XDC_G2M|_Z_S1312_XDC,125502732420329.6,1541800625597.5679
5742,GADANV_HG_G14_XDC_G41_S13_XDC_W0|S1_N13N,-41256928.5714,1541536754191.5098
204,36AB__XDC,7698514808899.728,1537852015492.7424
4346,GADAFDO_T_G14_XDC_G32_S1312_XDC_W2|S1_F8,727924361948.2319,1537064719239.0771
9557,GEOMK_G14_XDC_W00|S1W|G2822_S1321_XDC,12921422588915.236,1536540302753.4958
9433,GENM_G14_XDC_GF0501_S1311_XDC,1763098252922.1506,1535492542574.3252
11406,GRSOR_G14_XDC_W0|S1|G1222_S13112_XDC,224169172752.8928,1533923578804.6648
11310,GROT_G14_XDC_W0|S1|G144_S13112_XDC,7745072151704.466,1531836607949.1482
5674,GADANN_O_G14_XDC_G91_S1312_XDC_W0|S1_N2N,2361459879291.3955,1527161623387.7573
664,CG01_GRTGS_G01_XDC,18386676013123.574,1524834815429.3198
6315,GADLD_T_NFC_G14_XDC_G33_W2|S11_S1313_XDC,152169194204.6002,1521486360598.1406
5658,GADANN_HG_G14_XDC_G41_S1312_XDC_W0|S1_N2N,1679267043739.0745,1521486360598.1406
9962,GERC_G14_XDC_GF0802_S1312_XDC,278463711060.0887,1519689430528.259
10146,GESPP_G14_XDC_GF1009_S1312_XDC,1866687588513.534,1516108273816.023
11618,GRTGSGV_G14_XDC_W0|S1|G11411_S1313_XDC,8457408790608.845,1512036134755.916
9632,GEOOPP_G14_XDC_W0|S1|G28311_S1311B_XDC,131578269803.8737,1505968776917.0693
5916,GADLAE_HG_G14_XDC_G43_S1314_XDC_W0|S1_F5,939335308.7485,1504710867815.0671
6605,GADLF_HG_G14_XDC_G43_S1321_XDC_W1|S1_F,10739685751175.36,1497456235202.16
12063,GRTT_G14_XDC_W0|S1|G115_S1311B_XDC,105538401463742.34,1494970830662.4053
9050,GEHC_G14_XDC_GF0602_S1312_XDC,263637739190.6113,1490024690610.586
5034,GADAFLS_O_G14_XDC_G92_S1312_XDC_W0|S1_F4,14781671655.3111,1476590041760.8184
9540,GEOMC_G14_XDC_W0|S1|G2821_S1314_XDC,3526894946331.5693,1473690977542.7017
9633,GEOOPP_G14_XDC_W0|S1|G28311_S1311_XDC,284677451341.1618,1472967989328.0444
3452,GAAFD_HN_G14_XDC_G62_W2|S1M_S1314_XDC,270309704963.0982,1472005107818.433
10238,GESPX_G14_XDC_GF1007_S13_XDC,2294950398607.451,1469363663089.8845
5257,GADAFSO_V_G14_XDC_G52_S1311_XDC_W0|S1_F3,277174663910.3507,1465300025173.4167
