,features,feature_sums,VIF
3978,GAANI_G14_XDC_G61_S1312_XDC_W0|S1_N12N,10163409370015.145,1286742750677284.5
13202,TA_XDC_FS_ODX_IPC,1817447821774832.5,1286742750677284.5
3214,GAAFAE_G14_XDC_G62_S13_XDC_W0|S1_F5,2601892054331467.0,1286742750677284.5
3873,GAAF_G14_XDC_G62_S1311_XDC_W0|S1_F,4003553093008727.0,1286742750677284.5
8106,GANW_G14_XDC_G6|F_NN_S1312_XDC,978988887766223.9,1286742750677284.5
1688,FG_NUM_FS_ODX_XDV,1.0,1286742750677284.5
1689,FG_NUM_FS_ODX_XI,5.9091,1286742750677284.5
10307,GEST_G14_XDC_G25|_Z_S1313_XDC,41524618813935.48,1286742750677284.5
13204,TA_XDC_FS_ODX_IPO,214779000000000.0,1286742750677284.5
2699,FS_OFM_A_FSFAG_XDC,4079088182928754.5,1286742750677284.5
10620,GG_GEKC_G01_XDC,175452464189941.6,1286742750677284.5
4126,GADAFAE_HG_G14_XDC_G42_S13_XDC_W0|S1_F5,37427421519104.87,1286742750677284.5
8877,GEGPT_G14_XDC_GF0108_S1321_XDC,568410153383866.0,1286742750677284.5
12770,NFI_R_XDC,7641974220763036.0,1286742750677284.5
12769,NFIOT_XDC,2289214679969022.5,1286742750677284.5
2469,FS_ODX_CRT_FSKNL_XDC,1538727037771329.0,1125899906842624.0
6437,GADLFD_HG_G14_GDP_PT_G43_S1321_XDC_R_B1GQ_W0|S1_F7,0.2939,1125899906842624.0
8382,GECE_G14_XDC_G21|_Z_S13_XDC,903155494053712.4,1125899906842624.0
4697,GADAFFD_T_G14_XDC_G32_S1311_XDC_W0|S1_F7,-3121233429717.6587,1125899906842624.0
768,DA_XDC_FS_ODX_IP,1.2028508907025728e+16,1125899906842624.0
5933,GADLAE_O_G14_XDC_G93_S1321_XDC_W0|S1_F5,533074395029.0282,1125899906842624.0
8837,GEGPO_G14_XDC_GF0106_S1321_XDC,164798395167894.5,1125899906842624.0
4376,GADAFD_HG_G14_XDC_G42_S1311B_XDC_W2|S1_F,51925136292462.22,1125899906842624.0
444,BCG_GALD_G01_XDC,3282899319669632.5,1125899906842624.0
10478,GEXFC_G14_XDC_G2G|_Z_S13_XDC,2973854597348442.5,1125899906842624.0
5561,GADANI_T_G14_XDC_G31_S1311_XDC_W0|S1_N12N,14382076151561.246,1125899906842624.0
2427,FS_ODX_ARW_FSKRTC_XDC,1.0024436211962316e+16,1125899906842624.0
8673,GEGC_GG_G14_XDC_W2|S13|G26C_S1311_XDC,865397556020872.6,1125899906842624.0
10618,GG_GEI_G01_CA_XDC,235909075342810.62,1125899906842624.0
10850,GRG_G14_XDC_W0|S1|G13_S1313_XDC,591145448598980.6,1125899906842624.0
8891,GEGP_G14_XDC_GF01_S1313_XDC,199558426764199.3,1125899906842624.0
8105,GANW_G14_XDC_G6|F_NN_S1311_XDC,3044619779687685.5,1125899906842624.0
3613,GAAFFF_G14_XDC_G62_S1321_XDC_W1|S1_F7,178372468667.7607,1125899906842624.0
5288,GADAF_HG_G14_XDC_G42_S1311B_XDC_W0|S1_F,55164772126394.375,1125899906842624.0
12753,NCGG_XDC,4333407237161980.5,1125899906842624.0
12128,GR_G14_CA_XDC_G1|_Z_S1311_XDC,1826246732272496.5,1125899906842624.0
10636,GG_GRTGS_G01_XDC,849774579610499.9,1000799917193443.5
5961,GADLAE_V_G14_XDC_G53_S1311_XDC_W0|S1_F5,367191668734.6574,1000799917193443.5
10842,GRG_G14_XDC_G13|_Z_S1313_XDC,591145448598980.6,1000799917193443.5
5965,GADLAE_V_G14_XDC_G53_S1321_XDC_W0|S1_F5,367246794871.7948,1000799917193443.5
388,BCG_GAAFLS_G01_XDC,158324567307127.38,1000799917193443.5
97,22C___XDC,363142394908775.56,1000799917193443.5
12776,NINVP_R_XDC,1713497901000083.2,1000799917193443.5
10615,GG_GEGS_G01_XDC,504974976494145.3,1000799917193443.5
10614,GG_GEGS_G01_CA_XDC,458708228468422.9,1000799917193443.5
1465,FDSAOP_XDC,5417507180452638.0,1000799917193443.5
452,BCG_GALSO_G01_XDC,3660719168373361.0,1000799917193443.5
4664,GADAFFD_HG_G14_XDC_G42_S1311B_XDC_W0|S1_F7,996769766736.7344,1000799917193443.5
12455,IA_XDC_FS_ODX_IPCU,223336000000.0,1000799917193443.5
4062,GAANN_G14_XDC_G61_S13_XDC_W0|S1_N2N,3226629503764848.5,1000799917193443.5
448,BCG_GALLS_G01_XDC,811590162089516.8,1000799917193443.5
12450,IA_XDC_FS_ODX_IGO,43110971666.6667,1000799917193443.5
1190,FA_XDC_FS_ODX_IPC,1205426122726253.5,1000799917193443.5
12357,GX_G14_XDC_G2M|_Z_S13_XDC,3607893506775564.0,1000799917193443.5
12160,GR_G14_XDC_W0|S1|G1_S1311_XDC,2461627174503187.5,1000799917193443.5
8089,GAL_G14_XDC_G63|F_S1311_XDC,5377046778560151.0,1000799917193443.5
2457,FS_ODX_CPS_FSCGPS_XDC,3138036519197465.0,1000799917193443.5
7278,GALD2_G14_MV_XDC_G63|FD2_S13_XDC,1183406222040311.5,1000799917193443.5
13199,TA_XDC_FS_ODX_IGDV,723047000000000.0,1000799917193443.5
6711,GADLF_V_G14_XDC_G53_S13112_XDC_W1|S1_F,-20671250144.3411,1000799917193443.5
760,DA_XDC_FS_ODX_IGC,7899787390551201.0,1000799917193443.5
12104,GRT_G14_XDC_G11|_Z_S1311_XDC,1691704801353818.2,1000799917193443.5
2680,FS_ODX_TEM_XDC,9149495660806972.0,1000799917193443.5
8379,GECE_G14_XDC_G21|_Z_S1313_XDC,293661273789724.56,1000799917193443.5
10494,GE_G14_CA_XDC_G2|_Z_S13_XDC,2530497473553636.0,1000799917193443.5
10523,GE_G14_XDC_W0|S1|G2_S1313_XDC,699657593842223.6,1000799917193443.5
3245,GAAFDA_G14_XDC_G62_S1321_XDC_W2|S1_F5,2161585404691669.5,1000799917193443.5
10475,GEXFC_G14_XDC_G2G|_Z_S1313_XDC,678607729920146.0,1000799917193443.5
394,BCG_GADAFAE_T_G01_CA_XDC,-40284444558353.3,1000799917193443.5
6440,GADLFD_HG_G14_XDC_G43_S1311B_XDC_W0|S1_F7,992856514819.9803,900719925474099.2
13209,TA_XDC_FS_ODX_XI,50583000000000.0,900719925474099.2
6073,GADLDF_T_G14_XDC_G33_S1311_XDC_W2|S1_F7,-1639505377088.86,900719925474099.2
2414,FS_ODX_ALB_XDC,3041766622106942.5,900719925474099.2
12225,GXCCF_G14_CA_XDC_GNFB|_Z_S1312_XDC,-5969438945750.858,900719925474099.2
6441,GADLFD_HG_G14_XDC_G43_S1311_XDC_W0|S1_F7,1014264348673.0242,900719925474099.2
8387,GECE_G14_XDC_W0|S1|G21_S1313_XDC,293661273789724.56,900719925474099.2
12761,NC_XDC,2.2541398735908304e+16,900719925474099.2
10572,GG_GADANP_T_G01_XDC,597741607467022.6,900719925474099.2
3874,GAAF_G14_XDC_G62_S1312_XDC_W0|S1_F,264286113879804.06,900719925474099.2
2159,FS_NFC_ACR_FSRE_XDC,3775909600221799.0,900719925474099.2
12797,NX_XDC,7113594596442446.0,900719925474099.2
2539,FS_ODX_HQLA_FSLCR_XDC,1619217192206693.8,900719925474099.2
10521,GE_G14_XDC_W0|S1|G2_S1311_XDC,2568838576850981.0,900719925474099.2
11010,GROPD_G14_XDC_W0|S1|G1412_S1313_XDC,5079338619027.933,900719925474099.2
1810,FOSAOP_XDC,5392505954748832.0,900719925474099.2
1176,FA_XDC_FS_ODX_I,1174656108783726.2,900719925474099.2
3323,GAAFDO_G14_XDC_G62_S1313_XDC_W2|S1_F8,109332469569999.22,900719925474099.2
2541,FS_ODX_HQLA_XDC,1619217192206693.8,900719925474099.2
10581,GG_GADLD_T_G01_CA_XDC,429836057621130.2,900719925474099.2
10643,GG_GRTP_G01_CA_XDC,57562581856204.07,818836295885544.8
3272,GAAFDF_G14_XDC_G62_S1311B_XDC_W2|S1_F7,1118871962631.1165,818836295885544.8
3882,GAAF_G14_XDC_G62|F_S1312_XDC,264286113879804.06,818836295885544.8
5851,GADAN_T_G14_CA_XDC_G31|NG_S1313_XDC,166513933887683.38,818836295885544.8
10818,GRG_G14_CA_XDC_G13|_Z_S1313_XDC,510299757044953.3,818836295885544.8
12157,GR_G14_XDC_G1|_Z_S13_XDC,2991703026805214.0,818836295885544.8
10576,GG_GADAN_T_G01_XDC,284499053970494.2,818836295885544.8
4696,GADAFFD_T_G14_XDC_G32_S1311B_XDC_W0|S1_F7,-1884547404878.1467,818836295885544.8
4685,GADAFFD_O_G14_XDC_G92_S1321_XDC_W0|S1_F7,1247983909917.946,818836295885544.8
2328,FS_ODX_AFLG_FSRR_XDC,5497592647485524.0,818836295885544.8
9977,GERD_G14_XDC_GF0805_S1311_XDC,2429979681571.367,818836295885544.8
12778,NINV_R_XDC,1779732144534234.0,818836295885544.8
9001,GEG_G14_XDC_W0|S1|G26_S1311_XDC,876259456071483.1,818836295885544.8
3213,GAAFAE_G14_XDC_G62_S1321_XDC_W0|S1_F5,2320512931281242.5,818836295885544.8
449,BCG_GALM_G01_XDC,4780016738720527.0,818836295885544.8
8390,GECE_G14_XDC_W0|S1|G21_S13_XDC,903155494053712.4,818836295885544.8
12178,GXCBG_G14_XDC_GGOB|_Z_S1313_XDC,202012617686823.66,818836295885544.8
758,DA_XDC_FS_ODX_IG,8450929419868556.0,818836295885544.8
9779,GEO_G14_CA_XDC_G28|_Z_S1313_XDC,59337773767454.5,750599937895082.6
12472,IA_XDC_FS_ODX_XS,2624999830800.0,750599937895082.6
386,BCG_GAAFF_G01_XDC,36053025743241.16,750599937895082.6
11544,GRS_G14_XDC_G12|_Z_S1311_XDC,147635423943000.38,750599937895082.6
7102,GADLSO_T_G14_XDC_G33_S13_XDC_W0|S1_F3,425185105521259.2,750599937895082.6
114,25B___XDC,303105464608653.4,750599937895082.6
9539,GEOMC_G14_XDC_W0|S1|G2821_S1313_XDC,57310494771968.54,750599937895082.6
10345,GEST_PCO_G14_XDC_W2|S1K1|G25_S1311_XDC,296071850553439.4,750599937895082.6
10612,GG_GECE_G01_CA_XDC,710511168198018.6,750599937895082.6
11922,GRTPR_G14_XDC_W0|S1|G1136_S1313_XDC,14708915357956.908,750599937895082.6
8059,GALW_G14_XDC_G6M2|F_S1313_XDC,203841253720782.94,750599937895082.6
10515,GE_G14_XDC_G2|_Z_S1313_XDC,699657593842223.6,750599937895082.6
12133,GR_G14_CA_XDC_G1|_Z_S13_XDC,2477486926631808.0,750599937895082.6
5150,GADAFO_HG_G14_XDC_G42_S13_XDC_W0|S1_F8,16311875064800.457,750599937895082.6
4680,GADAFFD_O_G14_XDC_G92_S1311B_XDC_W0|S1_F7,996509360582.8884,750599937895082.6
1566,FFCAOP_XDC,5405774150771946.0,750599937895082.6
8401,GEDC_G14_XDC_GF0202_S1311_XDC,25166997987380.652,750599937895082.6
10489,GE_G14_CA_XDC_G2|_Z_S1311_XDC,1916765280606753.2,750599937895082.6
5614,GADANNL_T_G14_XDC_G31_S13_XDC_W0|S1_N211N,46669587759134.336,750599937895082.6
8993,GEG_G14_XDC_G26|_Z_S1311_XDC,876259456071483.1,750599937895082.6
1203,FA_XDC_FS_ODX_XDV,3155500000.0,750599937895082.6
438,BCG_GADLSO_T_G01_CA_XDC,610566751996576.2,692861481133922.5
1204,FA_XDC_FS_ODX_XI,4637529451000.0,692861481133922.5
10315,GEST_G14_XDC_W0|S1|G25_S1313_XDC,41524618813935.48,692861481133922.5
12754,NCPHI_R_XDC,1.2823938595110308e+16,692861481133922.5
8889,GEGP_G14_XDC_GF01_S1311_XDC,1108786650496148.9,692861481133922.5
439,BCG_GADLSO_T_G01_XDC,544318987916922.75,692861481133922.5
113,25A___XDC,1728126361449411.8,692861481133922.5
12109,GRT_G14_XDC_G11|_Z_S13_XDC,1969545448388733.8,692861481133922.5
6077,GADLDF_T_G14_XDC_G33_S1321_XDC_W2|S1_F7,-609834741830.2239,692861481133922.5
8355,GECE_G14_CA_XDC_G21|_Z_S1313_XDC,251256618103096.72,692861481133922.5
2186,FS_NFC_AINBT_FSRE_XDC,381846003983789.2,692861481133922.5
11856,GRTPE_G14_XDC_W0|S1|G1133_S1311_XDC,8192184615301.984,692861481133922.5
8873,GEGPT_G14_XDC_GF0108_S1311_XDC,570137120814939.9,692861481133922.5
10644,GG_GRTP_G01_XDC,62150294863643.27,692861481133922.5
236,40___V1_XDC,1999293776433.888,692861481133922.5
10866,GRG_GG_G14_XDC_W2|S13|G13_S1313_XDC,591156735842149.6,692861481133922.5
2646,FS_ODX_L_S_XDC,5011204155320882.0,692861481133922.5
8062,GALW_G14_XDC_G6M2|F_S13_XDC,-805051163970160.5,692861481133922.5
4121,GADAFAE_HG_G14_XDC_G42_S1311_XDC_W0|S1_F5,36692073290167.57,692861481133922.5
472,BCG_GE_G01_XDC,2217218807481907.2,692861481133922.5
7529,GALD_G14_XDC_G63_S1311_XDC_W2|S1_F,3374588346661452.5,692861481133922.5
2188,FS_NFC_AINBT_XDC,381846003983789.2,692861481133922.5
9811,GEO_G14_XDC_W0|S1|G28_S1313_XDC,71055727507019.33,643371375338642.2
6857,GADLIR_V_G14_XDC_G53_S1311_XDC_W0|S1_F6,4512837655420.311,643371375338642.2
7326,GALD4_GR_G14_MV_XDC_G63|FD4_S13_XDC,1819543703603985.2,643371375338642.2
1237,FB_NUM_FS_ODX_XDV,1.0,643371375338642.2
9233,GEI_NGG_G14_XDC_W2|S1W|G24_S1311_XDC,151609487710746.7,643371375338642.2
9081,GEHO_G14_XDC_GF0606_S1311_XDC,10072612377991.166,643371375338642.2
9158,GEH_G14_XDC_GF06_S13_XDC,199637767600867.88,643371375338642.2
13201,TA_XDC_FS_ODX_IP,2413317821774832.5,643371375338642.2
2234,FS_NFC_EBIT_FSEIE_XDC,136198198270066.89,643371375338642.2
2322,FS_ODX_AFLG_FSCR_XDC,1.0368480181817642e+16,643371375338642.2
11826,GRTO_G14_XDC_W0|S1|G116_S1313_XDC,27187907738411.918,643371375338642.2
5883,GADAN_T_G14_XDC_G31|NN_S1313_XDC,166053681355374.94,643371375338642.2
1238,FB_NUM_FS_ODX_XI,5.9091,643371375338642.2
8405,GEDC_G14_XDC_GF0202_S1321_XDC,25161379536983.715,643371375338642.2
7534,GALD_G14_XDC_G63_S13_XDC_W2|S1_F,3180651948998683.0,643371375338642.2
10459,GETO_G14_XDC__T_S1313_XDC,840098524286296.1,643371375338642.2
1444,FDSAD_XDC,7361927007348633.0,643371375338642.2
10638,GG_GRTI_G01_XDC,721745214219910.1,643371375338642.2
1766,FODA_XDC,1.05985346145242e+16,643371375338642.2
12130,GR_G14_CA_XDC_G1|_Z_S1313_XDC,715906229843487.0,643371375338642.2
6137,GADLDS_T_G14_XDC_G33_S1311_XDC_W2|S1_F3,340713353981993.06,643371375338642.2
12154,GR_G14_XDC_G1|_Z_S1313_XDC,884298462476530.4,600479950316066.1
10663,GG_GX_G01_XDC,2603776243289721.0,600479950316066.1
10655,GG_GXCCF_G01_CA_XDC,525173551246655.2,600479950316066.1
4272,GADAFDF_T_G14_GDP_PT_G32_S1311B_XDC_R_B1GQ_W2|S1_F7,-0.1005,600479950316066.1
13242,TE_NUM_FS_ODX_XI,5.9091,600479950316066.1
5547,GADANI_T_G14_CA_XDC_G31|N12N_S1313_XDC,4179014298863.629,600479950316066.1
8833,GEGPO_G14_XDC_GF0106_S1311_XDC,164643640947707.7,600479950316066.1
8878,GEGPT_G14_XDC_GF0108_S13_XDC,56805851705237.89,600479950316066.1
8406,GEDC_G14_XDC_GF0202_S13_XDC,25185835646493.758,600479950316066.1
1490,FDSB_XDC,6931967341355922.0,600479950316066.1
10526,GE_G14_XDC_W0|S1|G2_S13_XDC,3100446111452963.5,600479950316066.1
4382,GADAFD_HG_G14_XDC_G42_S13_XDC_W2|S1_F,53804009517485.13,600479950316066.1
761,DA_XDC_FS_ODX_IGCU,30860090341589.246,600479950316066.1
12338,GX_G14_CA_XDC_G2M|_Z_S1313_XDC,815879410879347.8,600479950316066.1
8894,GEGP_G14_XDC_GF01_S13_XDC,885140313703598.8,600479950316066.1
12774,NGDP_R_XDC,2.8917520141074164e+16,600479950316066.1
7801,GALFS_G14_XDC_G63_S1311_XDC_W1|S1_F3,762952037793094.9,600479950316066.1
1978,FSGDL_XDC,5052763493078614.0,600479950316066.1
12511,IBD_NUM_FS_ODX_XS,51.2,600479950316066.1
4669,GADAFFD_HG_G14_XDC_G42_S1321_XDC_W0|S1_F7,1152876983638.4597,600479950316066.1
8785,GEGPD_G14_XDC_GF0107_S1311_XDC,206904687172059.4,600479950316066.1
12589,IE_NUM_FS_ODX_XS,6.4,600479950316066.1
6432,GADLFD_HG_G14_GDP_PT_G43_S1311B_XDC_R_B1GQ_W0|S1_F7,0.052,600479950316066.1
492,BCG_GRT_G01_XDC,1430818189724788.5,562949953421312.0
10544,GG_GAAFLS_G01_XDC,157384022515470.16,562949953421312.0
11486,GRSSU_G14_XDC_W0|S1|G1214_S13112_XDC,18142528142329.164,562949953421312.0
468,BCG_GEST_G01_XDC,199398718058122.4,562949953421312.0
6029,GADLCD_V_G14_XDC_G53_S1321_XDC_W0|S1_F2,611675073008.0515,562949953421312.0
7161,GADL_T_G14_CA_XDC_G33|F_S1311_XDC,373229058416683.2,562949953421312.0
3902,GAANFB_G14_XDC_G61_S13_XDC_W0|S1_N11KN,2960576443792528.5,562949953421312.0
2412,FS_ODX_ALB_FSLT_XDC,3052971269917059.0,562949953421312.0
12771,NFI_XDC,9476930434183524.0,562949953421312.0
3325,GAAFDO_G14_XDC_G62_S1321_XDC_W2|S1_F8,437408906508674.7,562949953421312.0
11760,GRTIC_G14_XDC_W0|S1|G1112_S1311_XDC,568718924378733.4,562949953421312.0
12194,GXCBN_G14_CA_XDC_GGOB|_Z_S1313_XDC,187649891337692.06,562949953421312.0
7294,GALD3_G14_MV_XDC_G63|FD3_S13_XDC,1473962737792238.5,562949953421312.0
8109,GANW_G14_XDC_G6|F_NN_S1321_XDC,3118771666449747.0,529835250278881.9
9993,GERO_G14_XDC_GF0806_S1311_XDC,5380746899568.605,529835250278881.9
10491,GE_G14_CA_XDC_G2|_Z_S1313_XDC,524133124378115.0,529835250278881.9
3419,GAAFD_G14_XDC_G62_S1313_XDC_W2|S1_F,424290767336149.5,529835250278881.9
1468,FDSAO_XDC,6489927851571000.0,529835250278881.9
3226,GAAFCD_G14_XDC_G62_S1312_XDC_W0|S1_F2,46905072990025.7,529835250278881.9
6919,GADLLS_V_G14_XDC_G53_S13112_XDC_W0|S1_F4,36254305698.4772,500399958596721.75
5402,GADANFO_T_G14_XDC_G31_S1312_XDC_W0|S1_N11PN,1923297146408.102,500399958596721.75
3259,GAAFDC_G14_XDC_G62_S1313_XDC_W2|S1_F2,186272606092001.22,500399958596721.75
3885,GAAF_G14_XDC_G62|F_S1321_XDC,3789163295667210.0,500399958596721.75
8790,GEGPD_G14_XDC_GF0107_S13_XDC,207577711619454.94,500399958596721.75
453,BCG_GALW_G01_XDC,-1230381507595897.0,500399958596721.75
2337,FS_ODX_AFLG_NFC_XDC,6954093145602838.0,500399958596721.75
10623,GG_GEST_G01_CA_XDC,198272794764850.62,500399958596721.75
412,BCG_GADAFX_T_G01_CA_XDC,-48095978899869.2,500399958596721.75
8057,GALW_G14_XDC_G6M2|F_S1311_XDC,-1414563969444693.5,500399958596721.75
3901,GAANFB_G14_XDC_G61_S1321_XDC_W0|S1_N11KN,1223809910530955.0,500399958596721.75
8081,GAL_G14_XDC_G63_S1311_XDC_W0|S1_F,5377046778560151.0,500399958596721.75
2472,FS_ODX_CRT_FSKRC_XDC,1532491474998950.2,500399958596721.75
9174,GEI_G14_CA_XDC_G24|_Z_S13_XDC,196661706809407.03,474063118670578.5
8107,GANW_G14_XDC_G6|F_NN_S1313_XDC,3026018466692944.5,474063118670578.5
5149,GADAFO_HG_G14_XDC_G42_S1321_XDC_W0|S1_F8,14198817301117.988,474063118670578.5
12354,GX_G14_XDC_G2M|_Z_S1313_XDC,865650283400464.1,474063118670578.5
2108,FS_HH_IDGO_XDC,130943584460879.77,474063118670578.5
9523,GEN_G14_XDC_GF05_S1313_XDC,20861139038208.05,474063118670578.5
11502,GRSS_G14_XDC_W0|S1|G121_S13112_XDC,26286323147331.78,474063118670578.5
4099,GAAN_G14_XDC_G61_S1313_XDC_W0|S1_NN,2728658951188697.5,474063118670578.5
6891,GADLLS_O_G14_XDC_G93_S1313_XDC_W0|S1_F4,-1165666159011.321,474063118670578.5
7384,GALDF_G14_XDC_G63_S1311B_XDC_W2|S1_F7,1230216329066.615,474063118670578.5
5550,GADANI_T_G14_CA_XDC_G31|N12N_S13_XDC,19044107867185.445,474063118670578.5
5993,GADLCD_O_G14_XDC_G93_S1311_XDC_W0|S1_F2,857840353060.4268,474063118670578.5
12786,NM_R_XDC,5361711054115774.0,474063118670578.5
10513,GE_G14_XDC_G2|_Z_S1311_XDC,2568838576850981.0,474063118670578.5
8969,GEG_G14_CA_XDC_G26|_Z_S1311_XDC,665074077947835.2,474063118670578.5
8342,GECEW_G14_XDC_W0|S1|G211_S13_XDC,938831976041397.5,450359962737049.6
5951,GADLAE_V_G14_GDP_PT_G53_S13112_XDC_R_B1GQ_W0|S1_F5,0.0193,450359962737049.6
3962,GAANF_G14_XDC_G61_S1312_XDC_W0|S1_N11N,313392454621905.94,450359962737049.6
4125,GADAFAE_HG_G14_XDC_G42_S1321_XDC_W0|S1_F5,33811624071952.043,450359962737049.6
11746,GRTGS_G14_XDC_W0|S1|G114_S1313_XDC,129272738511298.02,450359962737049.6
481,BCG_GRTI_G01_CA_XDC,690304072675139.1,450359962737049.6
507,BCG_GX_G01_XDC,2295335602695169.5,450359962737049.6
4398,GADAFD_O_G14_XDC_G92_S13_XDC_W2|S1_F,54427654036311.08,450359962737049.6
4281,GADAFDF_T_G14_XDC_G32_S1311_XDC_W2|S1_F7,-3229267670396.6406,450359962737049.6
10594,GG_GADLSO_T_G01_CA_XDC,559657191957605.2,450359962737049.6
29,14A___XDC,1033270577000965.4,428914250225761.5
8970,GEG_G14_CA_XDC_G26|_Z_S1312_XDC,95661275866814.8,428914250225761.5
3341,GAAFDS_G14_XDC_G62_S1321_XDC_W2|S1_F3,161221473247997.3,428914250225761.5
11489,GRSSU_G14_XDC_W0|S1|G1214_S1312_XDC,24982663652.1739,428914250225761.5
13197,TA_XDC_FS_ODX_IG,723474985305306.5,428914250225761.5
2644,FS_ODX_L_S_FSLS_XDC,5011474138078526.0,428914250225761.5
3963,GAANF_G14_XDC_G61_S1313_XDC_W0|S1_N11N,1738325430620205.5,428914250225761.5
2487,FS_ODX_CT1_FSKRTC_XDC,1321070965828317.5,428914250225761.5
4665,GADAFFD_HG_G14_XDC_G42_S1311_XDC_W0|S1_F7,1203221097049.5989,428914250225761.5
6254,GADLD_T_G14_XDC_G33_S13_XDC_W2|S1_F,346086293575550.3,428914250225761.5
12162,GR_G14_XDC_W0|S1|G1_S1313_XDC,884298462476530.4,428914250225761.5
482,BCG_GRTI_G01_XDC,694389974890181.6,428914250225761.5
491,BCG_GRT_G01_CA_XDC,901073122070137.1,428914250225761.5
5387,GADANFM_T_G14_XDC_G31_S1313_XDC_W0|S1_N113N,28872363976026.58,409418147942772.4
463,BCG_GEI_G01_XDC,240730405180444.56,409418147942772.4
1873,FOST_XDC,2438309416198718.5,409418147942772.4
3225,GAAFCD_G14_XDC_G62_S1311_XDC_W0|S1_F2,544305414580779.6,409418147942772.4
4711,GADAFFD_V_G14_XDC_G52_S13112_XDC_W0|S1_F7,-333333.3333,409418147942772.4
10650,GG_GR_G01_XDC,2193814454187641.8,409418147942772.4
2111,FS_HH_IDGP_XDC,80573798223320.5,409418147942772.4
3305,GAAFDL_G14_XDC_G62_S1311_XDC_W2|S1_F4,328513209030662.5,409418147942772.4
11552,GRS_G14_XDC_W0|S1|G12_S1311_XDC,147635423943000.38,391617358901782.25
251,42BX__XDC,75848119624.1636,391617358901782.25
5991,GADLCD_O_G14_XDC_G93_S13112_XDC_W0|S1_F2,559819664458.6166,391617358901782.25
9017,GEG_GG_G14_XDC_W2|S13|G26_S1311_XDC,857860656280954.4,391617358901782.25
13205,TA_XDC_FS_ODX_X,1263675367256019.0,391617358901782.25
506,BCG_GX_G01_CA_XDC,1402656253524238.0,391617358901782.25
4703,GADAFFD_V_G14_GDP_PT_G52_S13112_XDC_R_B1GQ_W0|S1_F7,-0.0,391617358901782.25
8931,GEGS_G14_XDC_G22|_Z_S1313_XDC,171623855573537.3,391617358901782.25
2484,FS_ODX_CT1_FSKA_XDC,1322533267766720.8,391617358901782.25
494,BCG_GR_G01_XDC,1870935536302605.5,391617358901782.25
5593,GADANNI_T_G14_XDC_G31_S1311_XDC_W0|S1_N2KN,12364577838991.924,391617358901782.25
2451,FS_ODX_CLE_FSCLE_XDC,1316769229250435.2,391617358901782.25
2409,FS_ODX_ALB_FSLS_XDC,2056203577592894.8,391617358901782.25
3257,GAAFDC_G14_XDC_G62_S1311_XDC_W2|S1_F2,508625244581003.2,375299968947541.3
3227,GAAFCD_G14_XDC_G62_S1313_XDC_W0|S1_F2,201463912123152.56,375299968947541.3
5211,GADAFSO_HG_G14_XDC_G42_S1313_XDC_W0|S1_F3,338496145189.2346,375299968947541.3
8321,GECES_G14_XDC_W0|S1|G212_S1311_XDC,74770434682178.75,375299968947541.3
7273,GALD2_G14_MV_XDC_G63|FD2_S1311_XDC,1351194569655056.2,375299968947541.3
5661,GADANN_HG_G14_XDC_G41_S1321_XDC_W0|S1_N2N,16176242219097.117,375299968947541.3
2459,FS_ODX_CPS_XDC,3138036519197465.0,375299968947541.3
5710,GADANN_T_G14_XDC_G31_S13_XDC_W0|S1_N2N,58632775600378.305,375299968947541.3
3242,GAAFDA_G14_XDC_G62_S1312_XDC_W2|S1_F5,112110082647272.88,375299968947541.3
11633,GRTGSG_G14_XDC_W0|S1|G1141_S1312_XDC,23835041187118.5,375299968947541.3
11874,GRTPF_G14_XDC_W0|S1|G11414_S1313_XDC,19612791703298.777,375299968947541.3
1483,FDSBT_XDC,2451746429301533.0,375299968947541.3
8997,GEG_G14_XDC_G26|_Z_S1321_XDC,487799838473140.1,375299968947541.3
3805,GAAFLS_G14_XDC_G62_S1321_XDC_W0|S1_F4,328454972110423.94,375299968947541.3
12112,GRT_G14_XDC_W0|S1|G11_S1311_XDC,1691704801353818.2,375299968947541.3
1422,FCSODC_XDC,1.2534521235573608e+16,360287970189639.7
11925,GRTPR_G14_XDC_W0|S1|G1136_S13_XDC,21832010632369.45,360287970189639.7
937,DSD_NUM_FS_ODX_IGO,5.5,360287970189639.7
849,DBF_NUM_FS_ODX_IGDV,36.9091,360287970189639.7
8085,GAL_G14_XDC_G63_S1321_XDC_W0|S1_F,2815612143475347.5,360287970189639.7
11585,GRTGSGS_G14_XDC_W0|S1|G11412_S1312_XDC,15649133660188.031,360287970189639.7
981,DSF_NUM_FS_ODX_IPCU,0.8,360287970189639.7
11749,GRTGS_G14_XDC_W0|S1|G114_S13_XDC,944654699688689.0,360287970189639.7
7565,GALD_HN_G14_XDC_G63_W2|S1M_S1321_XDC,3445560712711.0205,360287970189639.7
9169,GEI_G14_CA_XDC_G24|_Z_S1311_XDC,187309480946757.06,360287970189639.7
11808,GRTI_G14_XDC_W0|S1|G111_S1311_XDC,801905497531791.6,360287970189639.7
2325,FS_ODX_AFLG_FSFC_XDC,1.0201357278793812e+16,360287970189639.7
4171,GADAFAE_V_G14_XDC_G52_S1313_XDC_W0|S1_F5,1032532687654.4688,360287970189639.7
5293,GADAF_HG_G14_XDC_G42_S1321_XDC_W0|S1_F,59563306179044.59,360287970189639.7
