,features,feature_sums,VIF
248,DSD_NUM_FS_ODX_IP,8874.3238,78717116.9161
250,DSD_NUM_FS_ODX_IPC,8544.585,78686732.8458
114,DBD_NUM_FS_ODX_IGC,105955.7553,74900638.3123
216,DE_NUM_FS_ODX_XCU,5940.7191,45051982.2938
812,TE_NUM_FS_ODX_XCU,5930.8611,45050071.9434
74,DA_XDC_FS_ODX_IGMFI,10902000000.0,39867094.1604
81,DA_XDC_FS_ODX_IPDV,127715569575.0935,37576712.4202
187,DBF_NUM_FS_OFX_IIC,49.6115,6886172.9754
799,TE_NUM_FS_ODX_IP,19640.9652,2471216.1967
809,TE_NUM_FS_ODX_X,9156.5648,1659901.5745
191,DE_NUM_FS_ODX_I,19165.443,1644358.5473
213,DE_NUM_FS_ODX_X,8555.2585,1605178.7794
203,DE_NUM_FS_ODX_IP,18378.0278,1433650.6583
146,DBD_NUM_FS_OFX_IIC,3143.3686,814542.8533
801,TE_NUM_FS_ODX_IPC,8847.8981,530186.3064
72,DA_XDC_FS_ODX_IGI,420433753333.3333,465489.2505
166,DBF_NUM_FS_ODX_IPC,8838.5018,421864.1485
152,DBF_NUM_FS_ODX_I,9079.6967,323151.7522
205,DE_NUM_FS_ODX_IPC,7693.1103,307539.7722
682,ISD_NUM_FS_ODX_I,290.9844,212672.7466
164,DBF_NUM_FS_ODX_IP,7501.3981,208605.1394
694,ISD_NUM_FS_ODX_IP,287.2041,204307.0019
787,TE_NUM_FS_ODX_I,20483.7149,196868.6749
696,ISD_NUM_FS_ODX_IPC,263.379,179738.1149
111,DBD_NUM_FS_ODX_ID,382.45,155814.0938
109,DBD_NUM_FS_ODX_D,267.8667,71670.4057
193,DE_NUM_FS_ODX_IG,763.236,36036.8071
789,TE_NUM_FS_ODX_IG,766.5393,36014.6241
382,FB_NUM_FS_ODX_I,1422.6521,11491.8179
394,FB_NUM_FS_ODX_IP,1398.6329,11444.735
396,FB_NUM_FS_ODX_IPC,1183.8496,8439.7898
814,TE_NUM_FS_ODX_XDV,55.4667,1825.7816
218,DE_NUM_FS_ODX_XDV,54.6667,1825.5578
429,FG_NUM_FS_ODX_I,601.42,1430.2611
441,FG_NUM_FS_ODX_IP,602.1755,1429.368
192,DE_NUM_FS_ODX_ID,123.7417,1011.059
788,TE_NUM_FS_ODX_ID,115.5833,818.7009
443,FG_NUM_FS_ODX_IPC,456.9928,806.07
786,TE_NUM_FS_ODX_D,131.875,749.9839
818,TE_NUM_FS_ODX_XMFI,119.8857,556.8359
222,DE_NUM_FS_ODX_XMFI,116.3929,551.6563
190,DE_NUM_FS_ODX_D,118.8417,522.6323
637,IE_NUM_FS_ODX_D,12.0833,426.657
639,IE_NUM_FS_ODX_ID,10.4,404.8549
428,FG_NUM_FS_ODX_D,1.0,398.1339
430,FG_NUM_FS_ODX_ID,1.0,398.1326
469,GGR_G01_GDP_PT,5578.7972,390.2978
791,TE_NUM_FS_ODX_IGC,213.3573,363.8721
613,IBF_NUM_FS_ODX_IPC,405.2328,301.3684
195,DE_NUM_FS_ODX_IGC,188.4266,279.9947
475,G_X_G01_GDP_PT,6038.9072,278.8006
599,IBF_NUM_FS_ODX_I,424.0616,240.6431
638,IE_NUM_FS_ODX_I,877.8268,239.1385
652,IE_NUM_FS_ODX_IPC,794.762,238.5979
650,IE_NUM_FS_ODX_IP,863.2556,237.2583
611,IBF_NUM_FS_ODX_IP,346.8067,177.9286
470,GGXCNL_G01_GDP_PT,-456.7714,15.9672
471,GGXONLB_G01_GDP_PT,-152.7273,6.2743
468,GGCB_G01_PGDP_PT,-228.4213,3.241
426,FD_FME_IX,30.1319,2.9832
474,G_XWDG_G01_GDP_PT,10375.5569,2.8011
420,FD_FIA_IX,47.6729,2.4627
427,FD_FM_IX,29.3231,2.4175
467,GGCBP_G01_PGDP_PT,-51.8579,2.3779
421,FD_FID_IX,37.1902,2.3757
473,GGXWDN_G01_GDP_PT,3726.4069,2.3617
419,FD_FD_IX,45.7347,2.3489
831,between_theil,101.1971,2.3038
425,FD_FMD_IX,27.0551,2.2064
472,GGXWDG_GDP,10513.6265,2.1986
423,FD_FI_IX,60.5076,2.1674
424,FD_FMA_IX,29.9717,1.9839
833,within_theil,477.4708,1.7598
422,FD_FIE_IX,92.77,1.3456
832,total_theil,578.6679,1.1058
0,const,196.0,0.0
