"Dataset Name","Dataset Code","Country Name","Country Code","Product Name","Product Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Export Quality","EQ","","","09. Miscellaneous food preparations","09","","","Product Name","09. Miscellaneous food preparations",""
"Export Quality","EQ","","","09. Miscellaneous food preparations","09","","","Product SDMX Code","09",""
"Export Quality","EQ","","","09. Miscellaneous food preparations","09","","","Product SDMX Name","09. Miscellaneous food preparations",""
"Export Quality","EQ","","","09. Miscellaneous food preparations","09","","","Product Short Name","Miscellaneous food preparations",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product Code","091",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product Full Name","091. Margarine & shortening, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product Name","091. Margarine & shortening",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product SDMX Code","091",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product SDMX Name","091. Margarine & shortening",""
"Export Quality","EQ","","","091. Margarine & shortening","091","","","Product Short Name","Margarine & shortening",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product Code","0913",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product Full Name","0913. Lard & other rendered piq & poultry fat, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product Name","0913. Lard & other rendered piq & poultry fat",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product SDMX Code","0913",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product SDMX Name","0913. Lard & other rendered piq & poultry fat",""
"Export Quality","EQ","","","0913. Lard & other rendered piq & poultry fat","0913","","","Product Short Name","Lard & other rendered piq & poultry fat",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product Code","0914",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product Full Name","0914. Margarine, imitn lard & preprd edible fats nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product Name","0914. Margarine, imitn lard & preprd edible fats nes",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product SDMX Code","0914",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product SDMX Name","0914. Margarine, imitn lard & preprd edible fats nes",""
"Export Quality","EQ","","","0914. Margarine, imitn lard & preprd edible fats nes","0914","","","Product Short Name","Margarine, imitn lard & preprd edible fats nes",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product Code","099",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product Full Name","099. Food preparations,Nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product Name","099. Food preparations,Nes",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product SDMX Code","099",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product SDMX Name","099. Food preparations,Nes",""
"Export Quality","EQ","","","099. Food preparations,Nes","099","","","Product Short Name","Food preparations,Nes",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product Code","0990",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product Full Name","0990. Food preparations,n.e.s., Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product Name","0990. Food preparations,n.e.s.",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product SDMX Code","0990",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product SDMX Name","0990. Food preparations,n.e.s.",""
"Export Quality","EQ","","","0990. Food preparations,n.e.s.","0990","","","Product Short Name","Food preparations,n.e.s.",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product Code","1",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product Digit Level","1-digit SITC",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product Full Name","1. Beverages and tobacco, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product Name","1. Beverages and tobacco",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product SDMX Code","1",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product SDMX Name","1. Beverages and tobacco",""
"Export Quality","EQ","","","1. Beverages and tobacco","1","","","Product Short Name","Beverages and tobacco",""
"Export Quality","EQ","","","11. Beverages","11","","","Product Code","11",""
"Export Quality","EQ","","","11. Beverages","11","","","Product Digit Level","2-digit SITC",""
"Export Quality","EQ","","","11. Beverages","11","","","Product Full Name","11. Beverages, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","11. Beverages","11","","","Product Name","11. Beverages",""
"Export Quality","EQ","","","11. Beverages","11","","","Product SDMX Code","11",""
"Export Quality","EQ","","","11. Beverages","11","","","Product SDMX Name","11. Beverages",""
"Export Quality","EQ","","","11. Beverages","11","","","Product Short Name","Beverages",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product Code","111",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product Full Name","111. Non alcoholic beverages,nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product Name","111. Non alcoholic beverages,nes",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product SDMX Code","111",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product SDMX Name","111. Non alcoholic beverages,nes",""
"Export Quality","EQ","","","111. Non alcoholic beverages,nes","111","","","Product Short Name","Non alcoholic beverages,nes",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product Code","1110",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product Full Name","1110. Non alcoholic beverages,n.e.s., Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product Name","1110. Non alcoholic beverages,n.e.s.",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product SDMX Code","1110",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product SDMX Name","1110. Non alcoholic beverages,n.e.s.",""
"Export Quality","EQ","","","1110. Non alcoholic beverages,n.e.s.","1110","","","Product Short Name","Non alcoholic beverages,n.e.s.",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product Code","112",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product Full Name","112. Alcoholic beverages, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product Name","112. Alcoholic beverages",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product SDMX Code","112",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product SDMX Name","112. Alcoholic beverages",""
"Export Quality","EQ","","","112. Alcoholic beverages","112","","","Product Short Name","Alcoholic beverages",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product Code","1121",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product Full Name","1121. Wine of fresh grapes including grape must, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product Name","1121. Wine of fresh grapes including grape must",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product SDMX Code","1121",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product SDMX Name","1121. Wine of fresh grapes including grape must",""
"Export Quality","EQ","","","1121. Wine of fresh grapes including grape must","1121","","","Product Short Name","Wine of fresh grapes including grape must",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product Code","1122",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product Full Name","1122. Cider & fermented beverages,nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product Name","1122. Cider & fermented beverages,nes",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product SDMX Code","1122",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product SDMX Name","1122. Cider & fermented beverages,nes",""
"Export Quality","EQ","","","1122. Cider & fermented beverages,nes","1122","","","Product Short Name","Cider & fermented beverages,nes",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product Code","1123",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product Full Name","1123. Beer including ale,stout,porter, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product Name","1123. Beer including ale,stout,porter",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product SDMX Code","1123",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product SDMX Name","1123. Beer including ale,stout,porter",""
"Export Quality","EQ","","","1123. Beer including ale,stout,porter","1123","","","Product Short Name","Beer including ale,stout,porter",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product Code","1124",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product Full Name","1124. Distilled alcoholic beverages, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product Name","1124. Distilled alcoholic beverages",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product SDMX Code","1124",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product SDMX Name","1124. Distilled alcoholic beverages",""
"Export Quality","EQ","","","1124. Distilled alcoholic beverages","1124","","","Product Short Name","Distilled alcoholic beverages",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product Code","12",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product Digit Level","2-digit SITC",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product Full Name","12. Tobacco and tobacco manufactures, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product Name","12. Tobacco and tobacco manufactures",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product SDMX Code","12",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product SDMX Name","12. Tobacco and tobacco manufactures",""
"Export Quality","EQ","","","12. Tobacco and tobacco manufactures","12","","","Product Short Name","Tobacco and tobacco manufactures",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product Code","121",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product Full Name","121. Tobacco, unmanufactured, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product Name","121. Tobacco, unmanufactured",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product SDMX Code","121",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product SDMX Name","121. Tobacco, unmanufactured",""
"Export Quality","EQ","","","121. Tobacco, unmanufactured","121","","","Product Short Name","Tobacco, unmanufactured",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product Code","1210",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product Full Name","1210. Tobacco,unmanufactured & scrap, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product Name","1210. Tobacco,unmanufactured & scrap",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product SDMX Code","1210",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product SDMX Name","1210. Tobacco,unmanufactured & scrap",""
"Export Quality","EQ","","","1210. Tobacco,unmanufactured & scrap","1210","","","Product Short Name","Tobacco,unmanufactured & scrap",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product Code","122",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product Full Name","122. Tobacco manufactures, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product Name","122. Tobacco manufactures",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product SDMX Code","122",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product SDMX Name","122. Tobacco manufactures",""
"Export Quality","EQ","","","122. Tobacco manufactures","122","","","Product Short Name","Tobacco manufactures",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product Code","1221",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product Full Name","1221. Cigars & cheroots, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product Name","1221. Cigars & cheroots",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product SDMX Code","1221",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product SDMX Name","1221. Cigars & cheroots",""
"Export Quality","EQ","","","1221. Cigars & cheroots","1221","","","Product Short Name","Cigars & cheroots",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product Code","1222",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product Full Name","1222. Cigarettes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product Name","1222. Cigarettes",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product SDMX Code","1222",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product SDMX Name","1222. Cigarettes",""
"Export Quality","EQ","","","1222. Cigarettes","1222","","","Product Short Name","Cigarettes",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product Code","1223",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product Full Name","1223. Tobacco,manufactured for smoking,chewing snuff, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product Name","1223. Tobacco,manufactured for smoking,chewing snuff",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product SDMX Code","1223",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product SDMX Name","1223. Tobacco,manufactured for smoking,chewing snuff",""
"Export Quality","EQ","","","1223. Tobacco,manufactured for smoking,chewing snuff","1223","","","Product Short Name","Tobacco,manufactured for smoking,chewing snuff",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product Code","2",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product Digit Level","1-digit SITC",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product Full Name","2. Crude materials, inedible, except fuels, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product Name","2. Crude materials, inedible, except fuels",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product SDMX Code","2",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product SDMX Name","2. Crude materials, inedible, except fuels",""
"Export Quality","EQ","","","2. Crude materials, inedible, except fuels","2","","","Product Short Name","Crude materials, inedible, except fuels",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product Code","21",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product Digit Level","2-digit SITC",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product Full Name","21. Hides, skins and fur skins, undressed, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product Name","21. Hides, skins and fur skins, undressed",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product SDMX Code","21",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product SDMX Name","21. Hides, skins and fur skins, undressed",""
"Export Quality","EQ","","","21. Hides, skins and fur skins, undressed","21","","","Product Short Name","Hides, skins and fur skins, undressed",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product Code","211",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product Full Name","211. Hides & skins, exc.fur skins undressed, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product Name","211. Hides & skins, exc.fur skins undressed",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product SDMX Code","211",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product SDMX Name","211. Hides & skins, exc.fur skins undressed",""
"Export Quality","EQ","","","211. Hides & skins, exc.fur skins undressed","211","","","Product Short Name","Hides & skins, exc.fur skins undressed",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product Code","2111",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product Full Name","2111. Bovine & equine hides excl. Calf & kip skins, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product Name","2111. Bovine & equine hides excl. Calf & kip skins",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product SDMX Code","2111",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product SDMX Name","2111. Bovine & equine hides excl. Calf & kip skins",""
"Export Quality","EQ","","","2111. Bovine & equine hides excl. Calf & kip skins","2111","","","Product Short Name","Bovine & equine hides excl. Calf & kip skins",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product Code","2112",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product Full Name","2112. Calf skins and kip skins, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product Name","2112. Calf skins and kip skins",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product SDMX Code","2112",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product SDMX Name","2112. Calf skins and kip skins",""
"Export Quality","EQ","","","2112. Calf skins and kip skins","2112","","","Product Short Name","Calf skins and kip skins",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product Code","2114",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product Full Name","2114. Goat skins and kid skins, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product Name","2114. Goat skins and kid skins",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product SDMX Code","2114",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product SDMX Name","2114. Goat skins and kid skins",""
"Export Quality","EQ","","","2114. Goat skins and kid skins","2114","","","Product Short Name","Goat skins and kid skins",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product Code","2116",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product Full Name","2116. Sheep and lamb skins, with the wool on, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product Name","2116. Sheep and lamb skins, with the wool on",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product SDMX Code","2116",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product SDMX Name","2116. Sheep and lamb skins, with the wool on",""
"Export Quality","EQ","","","2116. Sheep and lamb skins, with the wool on","2116","","","Product Short Name","Sheep and lamb skins, with the wool on",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product Code","2117",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product Full Name","2117. Sheep and lamb skins, without the wool, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product Name","2117. Sheep and lamb skins, without the wool",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product SDMX Code","2117",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product SDMX Name","2117. Sheep and lamb skins, without the wool",""
"Export Quality","EQ","","","2117. Sheep and lamb skins, without the wool","2117","","","Product Short Name","Sheep and lamb skins, without the wool",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product Code","2118",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product Full Name","2118. Waste & used leather, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product Name","2118. Waste & used leather",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product SDMX Code","2118",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product SDMX Name","2118. Waste & used leather",""
"Export Quality","EQ","","","2118. Waste & used leather","2118","","","Product Short Name","Waste & used leather",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product Code","2119",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product Full Name","2119. Hides & skins,nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product Name","2119. Hides & skins,nes",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product SDMX Code","2119",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product SDMX Name","2119. Hides & skins,nes",""
"Export Quality","EQ","","","2119. Hides & skins,nes","2119","","","Product Short Name","Hides & skins,nes",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product Code","212",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product Full Name","212. Fur skins, undressed, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product Name","212. Fur skins, undressed",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product SDMX Code","212",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product SDMX Name","212. Fur skins, undressed",""
"Export Quality","EQ","","","212. Fur skins, undressed","212","","","Product Short Name","Fur skins, undressed",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product Code","2120",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product Full Name","2120. Fur skins,undressed, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product Name","2120. Fur skins,undressed",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product SDMX Code","2120",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product SDMX Name","2120. Fur skins,undressed",""
"Export Quality","EQ","","","2120. Fur skins,undressed","2120","","","Product Short Name","Fur skins,undressed",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product Code","22",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product Digit Level","2-digit SITC",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product Full Name","22. Oil seeds, oil nuts and oil kernels, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product Name","22. Oil seeds, oil nuts and oil kernels",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product SDMX Code","22",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product SDMX Name","22. Oil seeds, oil nuts and oil kernels",""
"Export Quality","EQ","","","22. Oil seeds, oil nuts and oil kernels","22","","","Product Short Name","Oil seeds, oil nuts and oil kernels",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product Code","221",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product Full Name","221. Oil seeds, oil nuts and oil kernels, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product Name","221. Oil seeds, oil nuts and oil kernels",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product SDMX Code","221",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product SDMX Name","221. Oil seeds, oil nuts and oil kernels",""
"Export Quality","EQ","","","221. Oil seeds, oil nuts and oil kernels","221","","","Product Short Name","Oil seeds, oil nuts and oil kernels",""
