"Dataset Name","Dataset Code","Country Name","Country Code","Product Name","Product Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Export Quality","EQ","","","6632. Abrasive cloths and papers and similar art.","6632","","","Product SDMX Code","6632",""
"Export Quality","EQ","","","6632. Abrasive cloths and papers and similar art.","6632","","","Product SDMX Name","6632. Abrasive cloths and papers and similar art.",""
"Export Quality","EQ","","","6632. Abrasive cloths and papers and similar art.","6632","","","Product Short Name","Abrasive cloths and papers and similar art.",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product Code","6634",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product Full Name","6634. Worked mica and articles thereof, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product Name","6634. Worked mica and articles thereof",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product SDMX Code","6634",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product SDMX Name","6634. Worked mica and articles thereof",""
"Export Quality","EQ","","","6634. Worked mica and articles thereof","6634","","","Product Short Name","Worked mica and articles thereof",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product Code","6635",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product Full Name","6635. Mineral insulating materials, nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product Name","6635. Mineral insulating materials, nes",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product SDMX Code","6635",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product SDMX Name","6635. Mineral insulating materials, nes",""
"Export Quality","EQ","","","6635. Mineral insulating materials, nes","6635","","","Product Short Name","Mineral insulating materials, nes",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product Code","6636",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product Full Name","6636. Manufactures of mineral mat.,nes,no ceramic, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product Name","6636. Manufactures of mineral mat.,nes,no ceramic",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product SDMX Code","6636",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product SDMX Name","6636. Manufactures of mineral mat.,nes,no ceramic",""
"Export Quality","EQ","","","6636. Manufactures of mineral mat.,nes,no ceramic","6636","","","Product Short Name","Manufactures of mineral mat.,nes,no ceramic",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product Code","6637",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product Full Name","6637. Refractory products,no construction materials, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product Name","6637. Refractory products,no construction materials",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product SDMX Code","6637",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product SDMX Name","6637. Refractory products,no construction materials",""
"Export Quality","EQ","","","6637. Refractory products,no construction materials","6637","","","Product Short Name","Refractory products,no construction materials",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product Code","6638",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product Full Name","6638. Manufactures of asbestos, friction materials, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product Name","6638. Manufactures of asbestos, friction materials",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product SDMX Code","6638",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product SDMX Name","6638. Manufactures of asbestos, friction materials",""
"Export Quality","EQ","","","6638. Manufactures of asbestos, friction materials","6638","","","Product Short Name","Manufactures of asbestos, friction materials",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product Code","6639",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product Full Name","6639. Articles of ceramic materials nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product Name","6639. Articles of ceramic materials nes",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product SDMX Code","6639",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product SDMX Name","6639. Articles of ceramic materials nes",""
"Export Quality","EQ","","","6639. Articles of ceramic materials nes","6639","","","Product Short Name","Articles of ceramic materials nes",""
"Export Quality","EQ","","","664. Glass","664","","","Product Code","664",""
"Export Quality","EQ","","","664. Glass","664","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","664. Glass","664","","","Product Full Name","664. Glass, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","664. Glass","664","","","Product Name","664. Glass",""
"Export Quality","EQ","","","664. Glass","664","","","Product SDMX Code","664",""
"Export Quality","EQ","","","664. Glass","664","","","Product SDMX Name","664. Glass",""
"Export Quality","EQ","","","664. Glass","664","","","Product Short Name","Glass",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product Code","6641",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product Full Name","6641. Glass in the mass,rods & tubes,waste glass, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product Name","6641. Glass in the mass,rods & tubes,waste glass",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product SDMX Code","6641",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product SDMX Name","6641. Glass in the mass,rods & tubes,waste glass",""
"Export Quality","EQ","","","6641. Glass in the mass,rods & tubes,waste glass","6641","","","Product Short Name","Glass in the mass,rods & tubes,waste glass",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product Code","6642",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product Full Name","6642. Optical glass & elements thereof, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product Name","6642. Optical glass & elements thereof",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product SDMX Code","6642",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product SDMX Name","6642. Optical glass & elements thereof",""
"Export Quality","EQ","","","6642. Optical glass & elements thereof","6642","","","Product Short Name","Optical glass & elements thereof",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product Code","6643",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product Full Name","6643. Drawn or blown glass, unworked, in rectangles, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product Name","6643. Drawn or blown glass, unworked, in rectangles",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product SDMX Code","6643",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product SDMX Name","6643. Drawn or blown glass, unworked, in rectangles",""
"Export Quality","EQ","","","6643. Drawn or blown glass, unworked, in rectangles","6643","","","Product Short Name","Drawn or blown glass, unworked, in rectangles",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product Code","6644",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product Full Name","6644. Glass in rectangles surface ground or polished, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product Name","6644. Glass in rectangles surface ground or polished",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product SDMX Code","6644",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product SDMX Name","6644. Glass in rectangles surface ground or polished",""
"Export Quality","EQ","","","6644. Glass in rectangles surface ground or polished","6644","","","Product Short Name","Glass in rectangles surface ground or polished",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product Code","6645",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product Full Name","6645. Cast or rolled glass,unworked,in rectangles, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product Name","6645. Cast or rolled glass,unworked,in rectangles",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product SDMX Code","6645",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product SDMX Name","6645. Cast or rolled glass,unworked,in rectangles",""
"Export Quality","EQ","","","6645. Cast or rolled glass,unworked,in rectangles","6645","","","Product Short Name","Cast or rolled glass,unworked,in rectangles",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product Code","6646",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product Full Name","6646. Bricks,tiles and construction mat.of glass, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product Name","6646. Bricks,tiles and construction mat.of glass",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product SDMX Code","6646",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product SDMX Name","6646. Bricks,tiles and construction mat.of glass",""
"Export Quality","EQ","","","6646. Bricks,tiles and construction mat.of glass","6646","","","Product Short Name","Bricks,tiles and construction mat.of glass",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product Code","6647",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product Full Name","6647. Safety glass,toughened or laminated, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product Name","6647. Safety glass,toughened or laminated",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product SDMX Code","6647",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product SDMX Name","6647. Safety glass,toughened or laminated",""
"Export Quality","EQ","","","6647. Safety glass,toughened or laminated","6647","","","Product Short Name","Safety glass,toughened or laminated",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product Code","6648",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product Full Name","6648. Sheet or plate glass,coated with metal mirrors, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product Name","6648. Sheet or plate glass,coated with metal mirrors",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product SDMX Code","6648",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product SDMX Name","6648. Sheet or plate glass,coated with metal mirrors",""
"Export Quality","EQ","","","6648. Sheet or plate glass,coated with metal mirrors","6648","","","Product Short Name","Sheet or plate glass,coated with metal mirrors",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product Code","6649",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product Full Name","6649. Glass, nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product Name","6649. Glass, nes",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product SDMX Code","6649",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product SDMX Name","6649. Glass, nes",""
"Export Quality","EQ","","","6649. Glass, nes","6649","","","Product Short Name","Glass, nes",""
"Export Quality","EQ","","","665. Glassware","665","","","Product Code","665",""
"Export Quality","EQ","","","665. Glassware","665","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","665. Glassware","665","","","Product Full Name","665. Glassware, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","665. Glassware","665","","","Product Name","665. Glassware",""
"Export Quality","EQ","","","665. Glassware","665","","","Product SDMX Code","665",""
"Export Quality","EQ","","","665. Glassware","665","","","Product SDMX Name","665. Glassware",""
"Export Quality","EQ","","","665. Glassware","665","","","Product Short Name","Glassware",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product Code","6651",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product Full Name","6651. Glass carboys, bottles, jars, stoppers, etc., Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product Name","6651. Glass carboys, bottles, jars, stoppers, etc.",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product SDMX Code","6651",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product SDMX Name","6651. Glass carboys, bottles, jars, stoppers, etc.",""
"Export Quality","EQ","","","6651. Glass carboys, bottles, jars, stoppers, etc.","6651","","","Product Short Name","Glass carboys, bottles, jars, stoppers, etc.",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product Code","6652",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product Full Name","6652. Glass tableware etc for household hotel etc, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product Name","6652. Glass tableware etc for household hotel etc",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product SDMX Code","6652",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product SDMX Name","6652. Glass tableware etc for household hotel etc",""
"Export Quality","EQ","","","6652. Glass tableware etc for household hotel etc","6652","","","Product Short Name","Glass tableware etc for household hotel etc",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product Code","6658",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product Full Name","6658. Articles made of glass nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product Name","6658. Articles made of glass nes",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product SDMX Code","6658",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product SDMX Name","6658. Articles made of glass nes",""
"Export Quality","EQ","","","6658. Articles made of glass nes","6658","","","Product Short Name","Articles made of glass nes",""
"Export Quality","EQ","","","666. Pottery","666","","","Product Code","666",""
"Export Quality","EQ","","","666. Pottery","666","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","666. Pottery","666","","","Product Full Name","666. Pottery, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","666. Pottery","666","","","Product Name","666. Pottery",""
"Export Quality","EQ","","","666. Pottery","666","","","Product SDMX Code","666",""
"Export Quality","EQ","","","666. Pottery","666","","","Product SDMX Name","666. Pottery",""
"Export Quality","EQ","","","666. Pottery","666","","","Product Short Name","Pottery",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product Code","6664",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product Full Name","6664. Porcelain or china household ware, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product Name","6664. Porcelain or china household ware",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product SDMX Code","6664",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product SDMX Name","6664. Porcelain or china household ware",""
"Export Quality","EQ","","","6664. Porcelain or china household ware","6664","","","Product Short Name","Porcelain or china household ware",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product Code","6665",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product Full Name","6665. Household ware of other ceramic materials, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product Name","6665. Household ware of other ceramic materials",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product SDMX Code","6665",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product SDMX Name","6665. Household ware of other ceramic materials",""
"Export Quality","EQ","","","6665. Household ware of other ceramic materials","6665","","","Product Short Name","Household ware of other ceramic materials",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product Code","6666",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product Full Name","6666. Ornaments of ceramic materials, nes, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product Name","6666. Ornaments of ceramic materials, nes",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product SDMX Code","6666",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product SDMX Name","6666. Ornaments of ceramic materials, nes",""
"Export Quality","EQ","","","6666. Ornaments of ceramic materials, nes","6666","","","Product Short Name","Ornaments of ceramic materials, nes",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product Code","667",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product Full Name","667. Pearls and precious and semi precious stones, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product Name","667. Pearls and precious and semi precious stones",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product SDMX Code","667",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product SDMX Name","667. Pearls and precious and semi precious stones",""
"Export Quality","EQ","","","667. Pearls and precious and semi precious stones","667","","","Product Short Name","Pearls and precious and semi precious stones",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product Code","6671",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product Full Name","6671. Pearls,not set or strung, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product Name","6671. Pearls,not set or strung",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product SDMX Code","6671",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product SDMX Name","6671. Pearls,not set or strung",""
"Export Quality","EQ","","","6671. Pearls,not set or strung","6671","","","Product Short Name","Pearls,not set or strung",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product Code","6672",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product Full Name","6672. Diamonds,not industrial,not set or strung, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product Name","6672. Diamonds,not industrial,not set or strung",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product SDMX Code","6672",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product SDMX Name","6672. Diamonds,not industrial,not set or strung",""
"Export Quality","EQ","","","6672. Diamonds,not industrial,not set or strung","6672","","","Product Short Name","Diamonds,not industrial,not set or strung",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product Code","6673",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product Full Name","6673. Other precious & semi precious stones not set, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product Name","6673. Other precious & semi precious stones not set",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product SDMX Code","6673",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product SDMX Name","6673. Other precious & semi precious stones not set",""
"Export Quality","EQ","","","6673. Other precious & semi precious stones not set","6673","","","Product Short Name","Other precious & semi precious stones not set",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product Code","6674",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product Full Name","6674. Synthetic or reconstructed prec.stones,not set, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product Name","6674. Synthetic or reconstructed prec.stones,not set",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product SDMX Code","6674",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product SDMX Name","6674. Synthetic or reconstructed prec.stones,not set",""
"Export Quality","EQ","","","6674. Synthetic or reconstructed prec.stones,not set","6674","","","Product Short Name","Synthetic or reconstructed prec.stones,not set",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product Code","67",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product Digit Level","2-digit SITC",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product Full Name","67. Iron and steel, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product Name","67. Iron and steel",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product SDMX Code","67",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product SDMX Name","67. Iron and steel",""
"Export Quality","EQ","","","67. Iron and steel","67","","","Product Short Name","Iron and steel",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product Code","671",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product Digit Level","3-digit SITC",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product Full Name","671. Pig iron, spiegeleisen, sponge iron etc, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product Name","671. Pig iron, spiegeleisen, sponge iron etc",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product SDMX Code","671",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product SDMX Name","671. Pig iron, spiegeleisen, sponge iron etc",""
"Export Quality","EQ","","","671. Pig iron, spiegeleisen, sponge iron etc","671","","","Product Short Name","Pig iron, spiegeleisen, sponge iron etc",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product Code","6711",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product Full Name","6711. Spiegeleisen, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product Name","6711. Spiegeleisen",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product SDMX Code","6711",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product SDMX Name","6711. Spiegeleisen",""
"Export Quality","EQ","","","6711. Spiegeleisen","6711","","","Product Short Name","Spiegeleisen",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product Code","6712",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product Full Name","6712. Pig iron, including cast iron, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product Name","6712. Pig iron, including cast iron",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product SDMX Code","6712",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product SDMX Name","6712. Pig iron, including cast iron",""
"Export Quality","EQ","","","6712. Pig iron, including cast iron","6712","","","Product Short Name","Pig iron, including cast iron",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product Code","6713",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product Digit Level","4-digit SITC",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product Full Name","6713. Iron and steel powders,shot and sponge, Standard International Trade Classification (SITC)",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product Name","6713. Iron and steel powders,shot and sponge",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product SDMX Code","6713",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product SDMX Name","6713. Iron and steel powders,shot and sponge",""
"Export Quality","EQ","","","6713. Iron and steel powders,shot and sponge","6713","","","Product Short Name","Iron and steel powders,shot and sponge",""
"Export Quality","EQ","","","6714. Ferro manganese","6714","","","Product Code","6714",""
