"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country Code","118",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country Full Name","Isle of Man",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country ISO 2 Code","IM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country ISO 3 Code","IMN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country Name","Isle of Man",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country SDMX Code","IM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country SDMX Name","Isle of Man",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Isle of Man","118","Counterpart Country Short Name","Isle of Man",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country Code","436",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country Full Name","Israel",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country ISO 2 Code","IL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country ISO 3 Code","ISR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country Name","Israel",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country SDMX Code","IL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country SDMX Name","Israel",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Israel","436","Counterpart Country Short Name","Israel",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country Code","136",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country Full Name","Italy",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country ISO 2 Code","IT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country ISO 3 Code","ITA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country Name","Italy",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country SDMX Code","IT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country SDMX Name","Italy",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Italy","136","Counterpart Country Short Name","Italy",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country Code","343",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country Full Name","Jamaica",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country ISO 2 Code","JM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country ISO 3 Code","JAM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country Name","Jamaica",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country SDMX Code","JM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country SDMX Name","Jamaica",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jamaica","343","Counterpart Country Short Name","Jamaica",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country Code","158",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country Full Name","Japan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country ISO 2 Code","JP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country ISO 3 Code","JPN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country Name","Japan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country SDMX Code","JP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country SDMX Name","Japan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Japan","158","Counterpart Country Short Name","Japan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country Code","117",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country Full Name","Jersey",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country ISO 2 Code","JE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country ISO 3 Code","JEY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country Name","Jersey",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country SDMX Code","JE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country SDMX Name","Jersey",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jersey","117","Counterpart Country Short Name","Jersey",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country Code","439",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country Full Name","Jordan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country ISO 2 Code","JO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country ISO 3 Code","JOR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country Name","Jordan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country SDMX Code","JO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country SDMX Name","Jordan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Jordan","439","Counterpart Country Short Name","Jordan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country Code","916",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country Full Name","Kazakhstan, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country ISO 2 Code","KZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country ISO 3 Code","KAZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country Name","Kazakhstan, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country SDMX Code","KZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country SDMX Name","Kazakhstan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kazakhstan, Rep. of","916","Counterpart Country Short Name","Kazakhstan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country Code","664",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country Full Name","Kenya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country ISO 2 Code","KE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country ISO 3 Code","KEN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country Name","Kenya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country SDMX Code","KE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country SDMX Name","Kenya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kenya","664","Counterpart Country Short Name","Kenya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country Code","826",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country Full Name","Kiribati",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country ISO 2 Code","KI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country ISO 3 Code","KIR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country Name","Kiribati",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country SDMX Code","KI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country SDMX Name","Kiribati",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kiribati","826","Counterpart Country Short Name","Kiribati",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Code","954",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Full Name","Korea, Democratic People's Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country ISO 2 Code","KP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country ISO 3 Code","PRK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Name","Korea, Dem. People's Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country SDMX Code","KP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country SDMX Name","Korea, Democratic People`s Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Short Name","Democratic People's Republic of Korea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country Code","542",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country Full Name","Korea, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country ISO 2 Code","KR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country ISO 3 Code","KOR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country Name","Korea, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country SDMX Code","KR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country SDMX Name","Korea, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Korea, Rep. of","542","Counterpart Country Short Name","Korea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country Code","967",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country Full Name","Kosovo, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country ISO 2 Code","XK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country ISO 3 Code","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country Name","Kosovo, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country SDMX Code","XK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country SDMX Name","Kosovo, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kosovo, Rep. of","967","Counterpart Country Short Name","Kosovo",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country Code","443",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country Full Name","Kuwait",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country ISO 2 Code","KW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country ISO 3 Code","KWT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country Name","Kuwait",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country SDMX Code","KW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country SDMX Name","Kuwait",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kuwait","443","Counterpart Country Short Name","Kuwait",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country Code","917",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country Full Name","Kyrgyz Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country ISO 2 Code","KG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country ISO 3 Code","KGZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country Name","Kyrgyz Rep.",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country SDMX Code","KG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country SDMX Name","Kyrgyzstan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Kyrgyz Rep.","917","Counterpart Country Short Name","Kyrgyz Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country Code","544",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country Full Name","Lao People's Democratic Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country ISO 2 Code","LA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country ISO 3 Code","LAO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country Name","Lao People's Dem. Rep.",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country SDMX Code","LA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country SDMX Name","Lao People`s Democratic Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lao People's Dem. Rep.","544","Counterpart Country Short Name","Lao P.D.R.",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country Code","941",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country Full Name","Republic of Latvia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country ISO 2 Code","LV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country ISO 3 Code","LVA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country Name","Latvia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country SDMX Code","LV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country SDMX Name","Latvia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Latvia","941","Counterpart Country Short Name","Latvia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country Code","446",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country Full Name","Lebanon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country ISO 2 Code","LB",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country ISO 3 Code","LBN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country Name","Lebanon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country SDMX Code","LB",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country SDMX Name","Lebanon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lebanon","446","Counterpart Country Short Name","Lebanon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country Code","666",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country Full Name","Lesotho, Kingdom of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country ISO 2 Code","LS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country ISO 3 Code","LSO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country Name","Lesotho, Kingdom of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country SDMX Code","LS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country SDMX Name","Lesotho",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lesotho, Kingdom of","666","Counterpart Country Short Name","Lesotho",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country Code","668",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country Full Name","Liberia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country ISO 2 Code","LR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country ISO 3 Code","LBR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country Name","Liberia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country SDMX Code","LR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country SDMX Name","Liberia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liberia","668","Counterpart Country Short Name","Liberia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country Code","672",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country Full Name","Libya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country ISO 2 Code","LY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country ISO 3 Code","LBY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country Name","Libya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country SDMX Code","LY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country SDMX Name","Libya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Libya","672","Counterpart Country Short Name","Libya",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country Code","147",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country Full Name","Liechtenstein",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country ISO 2 Code","LI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country ISO 3 Code","LIE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country Name","Liechtenstein",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country SDMX Code","LI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country SDMX Name","Liechtenstein",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Liechtenstein","147","Counterpart Country Short Name","Liechtenstein",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country Code","946",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country Full Name","Republic of Lithuania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country ISO 2 Code","LT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country ISO 3 Code","LTU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country Name","Lithuania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country SDMX Code","LT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country SDMX Name","Lithuania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Lithuania","946","Counterpart Country Short Name","Lithuania           ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country Code","137",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country Full Name","Luxembourg",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country ISO 2 Code","LU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country ISO 3 Code","LUX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country Name","Luxembourg",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country SDMX Code","LU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country SDMX Name","Luxembourg",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Luxembourg","137","Counterpart Country Short Name","Luxembourg",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country Code","674",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country Full Name","Madagascar, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country ISO 2 Code","MG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country ISO 3 Code","MDG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country Name","Madagascar, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country SDMX Code","MG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country SDMX Name","Madagascar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Madagascar, Rep. of","674","Counterpart Country Short Name","Madagascar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country Code","676",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country Full Name","Malawi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country ISO 2 Code","MW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country ISO 3 Code","MWI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country Name","Malawi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country SDMX Code","MW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country SDMX Name","Malawi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malawi","676","Counterpart Country Short Name","Malawi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country Code","548",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country Full Name","Malaysia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country ISO 2 Code","MY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country ISO 3 Code","MYS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country Name","Malaysia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country SDMX Code","MY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country SDMX Name","Malaysia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malaysia","548","Counterpart Country Short Name","Malaysia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country Code","556",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country Full Name","Maldives",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country ISO 2 Code","MV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country ISO 3 Code","MDV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country Name","Maldives",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country SDMX Code","MV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country SDMX Name","Maldives",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Maldives","556","Counterpart Country Short Name","Maldives",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country Code","678",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country Full Name","Mali",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country ISO 2 Code","ML",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country ISO 3 Code","MLI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country Name","Mali",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country SDMX Code","ML",""
