"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country ISO 2 Code","NA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country ISO 3 Code","NAM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country Name","Namibia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country SDMX Code","NA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country SDMX Name","Namibia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Namibia","728","","","","","Country Short Name","Namibia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country Code","836",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country Full Name","Nauru, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country ISO 2 Code","NR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country ISO 3 Code","NRU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country Name","Nauru, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country SDMX Code","NR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country SDMX Name","Nauru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nauru, Rep. of","836","","","","","Country Short Name","Nauru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country Code","558",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country Full Name","Nepal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country ISO 2 Code","NP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country ISO 3 Code","NPL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country Name","Nepal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country SDMX Code","NP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country SDMX Name","Nepal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nepal","558","","","","","Country Short Name","Nepal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country Code","353",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country Full Name","Netherlands Antilles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country ISO 2 Code","AN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country ISO 3 Code","ANT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country Name","Netherlands Antilles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country SDMX Code","AN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country SDMX Name","Netherlands Antilles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands Antilles","353","","","","","Country Short Name","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country Code","138",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country Full Name","Netherlands, The",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country ISO 2 Code","NL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country ISO 3 Code","NLD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country Name","Netherlands, The",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country SDMX Code","NL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country SDMX Name","Netherlands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Netherlands, The","138","","","","","Country Short Name","The Netherlands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country Code","839",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country Full Name","New Caledonia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country ISO 2 Code","NC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country ISO 3 Code","NCL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country Name","New Caledonia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country SDMX Code","NC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country SDMX Name","New Caledonia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Caledonia","839","","","","","Country Short Name","New Caledonia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country Code","196",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country Full Name","New Zealand",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country ISO 2 Code","NZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country ISO 3 Code","NZL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country Name","New Zealand",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country SDMX Code","NZ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country SDMX Name","New Zealand",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","New Zealand","196","","","","","Country Short Name","New Zealand",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country Code","278",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country Full Name","Nicaragua",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country ISO 2 Code","NI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country ISO 3 Code","NIC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country Name","Nicaragua",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country SDMX Code","NI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country SDMX Name","Nicaragua",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nicaragua","278","","","","","Country Short Name","Nicaragua",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country Code","692",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country Full Name","Niger",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country ISO 2 Code","NE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country ISO 3 Code","NER",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country Name","Niger",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country SDMX Code","NE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country SDMX Name","Niger",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niger","692","","","","","Country Short Name","Niger",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country Code","694",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country Full Name","Nigeria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country ISO 2 Code","NG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country ISO 3 Code","NGA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country Name","Nigeria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country SDMX Code","NG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country SDMX Name","Nigeria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Nigeria","694","","","","","Country Short Name","Nigeria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country Code","851",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country Full Name","Niue",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country ISO 2 Code","NU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country ISO 3 Code","NIU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country Name","Niue",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country SDMX Code","NU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country SDMX Name","Niue",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Niue","851","","","","","Country Short Name","Niue",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country Code","849",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country Full Name","Norfolk Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country ISO 2 Code","NF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country ISO 3 Code","NFK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country Name","Norfolk Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country SDMX Code","NF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country SDMX Name","Norfolk Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norfolk Island","849","","","","","Country Short Name","Norfolk Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country Code","962",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country Full Name","North Macedonia, Republic of  ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country ISO 2 Code","MK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country ISO 3 Code","MKD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country Name","North Macedonia, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country SDMX Code","MK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country SDMX Name","North Macedonia, Republic of ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","North Macedonia, Republic of","962","","","","","Country Short Name","North Macedonia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country Code","817",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country Full Name","Northern Mariana Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country ISO 2 Code","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country ISO 3 Code","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country Name","Northern Mariana Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country SDMX Code","MP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country SDMX Name","Northern Mariana Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Northern Mariana Islands","817","","","","","Country Short Name","Northern Mariana Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country Code","142",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country Full Name","Norway",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country ISO 2 Code","NO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country ISO 3 Code","NOR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country Name","Norway",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country SDMX Code","NO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country SDMX Name","Norway",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Norway","142","","","","","Country Short Name","Norway",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country Code","983",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country Full Name","World, not specified",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country ISO 2 Code","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country ISO 3 Code","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country Name","Not Specified (including Confidential)",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country SDMX Code","W09",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country SDMX Name","World, not specified",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Not Specified (including Confidential)","983","","","","","Country Short Name","World not specified",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country Code","449",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country Full Name","Oman",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country ISO 2 Code","OM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country ISO 3 Code","OMN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country Name","Oman",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country SDMX Code","OM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country SDMX Name","Oman",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Oman","449","","","","","Country Short Name","Oman",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country Code","564",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country Full Name","Pakistan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country ISO 2 Code","PK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country ISO 3 Code","PAK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country Name","Pakistan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country SDMX Code","PK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country SDMX Name","Pakistan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pakistan","564","","","","","Country Short Name","Pakistan",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country Code","565",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country Full Name","Palau, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country ISO 2 Code","PW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country ISO 3 Code","PLW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country Name","Palau, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country SDMX Code","PW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country SDMX Name","Palau",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Palau, Rep. of","565","","","","","Country Short Name","Palau",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country Code","283",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country Full Name","Panama",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country ISO 2 Code","PA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country ISO 3 Code","PAN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country Name","Panama",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country SDMX Code","PA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country SDMX Name","Panama",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Panama","283","","","","","Country Short Name","Panama",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country Code","853",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country Full Name","Papua New Guinea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country ISO 2 Code","PG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country ISO 3 Code","PNG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country Name","Papua New Guinea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country SDMX Code","PG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country SDMX Name","Papua New Guinea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Papua New Guinea","853","","","","","Country Short Name","Papua New Guinea",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country Code","288",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country Full Name","Paraguay",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country ISO 2 Code","PY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country ISO 3 Code","PRY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country Name","Paraguay",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country SDMX Code","PY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country SDMX Name","Paraguay",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Paraguay","288","","","","","Country Short Name","Paraguay",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country Code","293",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country Full Name","Peru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country ISO 2 Code","PE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country ISO 3 Code","PER",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country Name","Peru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country SDMX Code","PE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country SDMX Name","Peru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Peru","293","","","","","Country Short Name","Peru",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country Code","566",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country Full Name","Philippines",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country ISO 2 Code","PH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country ISO 3 Code","PHL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country Name","Philippines",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country SDMX Code","PH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country SDMX Name","Philippines",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Philippines","566","","","","","Country Short Name","Philippines",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country Code","863",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country Full Name","Pitcairn Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country ISO 2 Code","PN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country ISO 3 Code","PCN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country Name","Pitcairn Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country SDMX Code","PN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country SDMX Name","Pitcairn",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Pitcairn Islands","863","","","","","Country Short Name","Pitcairn Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country Code","964",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country Full Name","Poland, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country ISO 2 Code","PL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country ISO 3 Code","POL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country Name","Poland, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country SDMX Code","PL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country SDMX Name","Poland",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Poland, Rep. of","964","","","","","Country Short Name","Poland",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country Code","182",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country Full Name","Portugal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country ISO 2 Code","PT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country ISO 3 Code","PRT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country Name","Portugal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country SDMX Code","PT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country SDMX Name","Portugal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Portugal","182","","","","","Country Short Name","Portugal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country Code","359",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country Full Name","Puerto Rico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country ISO 2 Code","PR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country ISO 3 Code","PRI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country Name","Puerto Rico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country SDMX Code","PR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country SDMX Name","Puerto Rico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Puerto Rico","359","","","","","Country Short Name","Puerto Rico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country Code","453",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country Full Name","Qatar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country ISO 2 Code","QA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country ISO 3 Code","QAT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country Name","Qatar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country SDMX Code","QA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country SDMX Name","Qatar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Qatar","453","","","","","Country Short Name","Qatar",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country Code","696",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country Full Name","Reunion",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country ISO 2 Code","RE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country ISO 3 Code","REU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country Name","Reunion",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country SDMX Code","RE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country SDMX Name","Reunion",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Reunion","696","","","","","Country Short Name","Réunion",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country Code","968",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country Full Name","Romania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country ISO 2 Code","RO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country ISO 3 Code","ROU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country Name","Romania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country SDMX Code","RO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country SDMX Name","Romania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Romania","968","","","","","Country Short Name","Romania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country Code","922",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country Full Name","Russian Federation",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country ISO 2 Code","RU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country ISO 3 Code","RUS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country Name","Russian Federation",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country SDMX Code","RU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country SDMX Name","Russian Federation",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Russian Federation","922","","","","","Country Short Name","Russian Federation",""
