Country Name,Country Code,Indicator Name,Indicator Code,Counterpart Country Name,Counterpart Country Code,Attribute,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unnamed: 20
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Europe,170,Value,7658991.73326647,326535118.694874,414223247.808606,434845304.37054,446666267.4876,38601458.0639301,37272873.9097221,60422865.9984125,147633272.72348,349450595.957588,40403475.6503032,39031283.9861544,75962552.8009141,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Oceania and Polar Regions,837,Value,0,,,,,,,,,,,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,World,1,Value,7658991.73326647,326535118.694874,414223247.808606,434845304.37054,446666267.4876,38601458.0639301,37272873.9097221,60422865.9984125,147633272.72348,349450595.957588,40403475.6503032,39031283.9861544,76043138.181881,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,North and Central America,225,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Sub-Saharan Africa,653,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Central and South Asia,509,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,South America,227,Value,0,0,0,0,0,0,0,0,0,0,0,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Austria,122,Value,0,0,0,0,0,6798960,10887000,13176250,14991250,16030000,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Belgium,124,Value,,0,0,,,,,,,,,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Ireland,178,Value,,,,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Serbia,942,Value,,,,,,0,0,,,,,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Kosovo,967,Value,,,,,,,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Other Near and Middle East Economies,454,Value,,,0,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Lebanon,446,Value,,,0,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Bosnia and Herzegovina,963,Value,,,,,,,,,,0,0,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Canada,156,Value,,,,,,0,0,,,,,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Bolivia,218,Value,,,,,,,,,0,0,0,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Iceland,176,Value,,,,,,,,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Algeria,612,Value,,,,,,,,,,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Eswatini,734,Value,,,,,,,,,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Indonesia,536,Value,,,,,,,,,,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Luxembourg,137,Value,,,,,,0,0,0,0,0,,,,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,North Africa,641,Value,,,,,,,,,,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Bulgaria,918,Value,,,,,,,5586.28009608402,16168.1487469685,73583.5172921266,122936.424306287,2268811.02814474,6273.91931739758,44849151.6590422,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,El Salvador,253,Value,,,,0,0,0,0,0,0,0,0,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,"China, People's Republic of",924,Value,,,,,,,,,,,,0,0,
Albania,914,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Nigeria,694,Value,,,,,,,,,,,,0,,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Belarus,913,Value,0,0,,0,0,0,0,0,0,0,0,0,0,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Brazil,223,Value,,0,0,0,0,0,0,0,0,,,,,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Costa Rica,238,Value,,,,0,0,0,0,0,0,0,0,0,0,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Croatia,960,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Cyprus,423,Value,,0,,0,0,0,0,0,0,0,,0,0,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Macao SAR,546,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Czech Republic,935,Value,0,,,0,0,0,0,0,0,0,0,,,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Finland,172,Value,,0,0,0,,,,,,,,,,
Algeria,612,"Inward Debt Instruments Assets Positions (Gross), Derived, US Dollars",IIWDA_DV_BP6_USD,Denmark,128,Value,0,0,17404622.6677806,17670654.3443304,9791785.98481349,14049073.741301,146412.884333821,0,161090.258872046,306776.697242077,6141494.03076739,,,
