"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"St. Lucia","362","Financial Markets Access Index","FD_FMA_IX","Value","0.5","0.402788281440735","0.418713510036469","0.456202417612076","0.421300739049912","0.394052892923355","0.362036377191544","0.403745859861374","0.464996248483658","0.5","0.477357774972916","0.483542650938034","0.456052422523499","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.498280823230743","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",
"St. Lucia","362","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Development Index","FD_FD_IX","Value","0.180735662579536","0.185680747032166","0.166889861226082","0.174899682402611","0.146866664290428","0.150810465216637","0.139974966645241","0.144182875752449","0.153717458248138","0.148407891392708","0.136996924877167","0.143016919493675","0.140175119042397","0.133320942521095","0.138100698590279","0.157328695058823","0.158654242753983","0.162969693541527","0.164333373308182","0.168527647852898","0.175410002470016","0.169350668787956","0.166219100356102","0.165265947580338","0.172396123409271","0.190847009420395","0.192180037498474","0.198481857776642","0.184355139732361","0.22165447473526","0.19354160130024","0.196167841553688","0.190602943301201","0.202543586492538","0.200479224324226","0.197214961051941","0.19146828353405","0.196322038769722","0.196879476308823","0.201519504189491","0.202366501092911",
"St. Vincent and the Grenadines","364","Financial Institutions Index","FD_FI_IX","Value","0.354995548725128","0.364708542823792","0.327800065279007","0.343532711267471","0.288471102714539","0.296217381954193","0.274934619665146","0.283199667930603","0.301927208900452","0.291498333215714","0.269085258245468","0.280909538269043","0.275327771902084","0.261864989995956","0.271253257989883","0.309020310640335","0.311623901128769","0.32010018825531","0.322778671979904","0.331016957759857","0.344535052776337","0.332633495330811","0.326482564210892","0.324610412120819","0.338615298271179","0.3748559653759","0.377474248409271","0.389852106571198","0.362104833126068","0.435367077589035","0.380148589611053","0.385306984186172","0.374376565217972","0.397830039262772","0.393775284290314","0.387363702058792","0.376076251268387","0.385609865188599","0.386704742908478","0.395818561315537","0.397482216358185",
"St. Vincent and the Grenadines","364","Financial Markets Index","FD_FM_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Institutions Access Index","FD_FIA_IX","Value","0.167298018932343","0.174313485622406","0.149470984935761","0.16025485098362","0.127704083919525","0.131940647959709","0.120219968259335","0.124366670846939","0.135574221611023","0.128486335277557","0.117371559143066","0.122635312378407","0.119846232235432","0.113513007760048","0.117525272071362","0.13751682639122","0.13688188791275","0.139957562088966","0.141157373785973","0.143672332167625","0.149250522255898","0.144354909658432","0.141454324126244","0.140157774090767","0.150866374373436","0.149626031517982","0.154148057103157","0.170176431536675","0.169246971607208","0.346642851829529","0.354776412248611","0.353118389844894","0.323425889015198","0.374982059001923","0.371799170970917","0.37950187921524","0.341545641422272","0.343840330839157","0.340867847204208","0.338170170783997","0.335832327604294",
"St. Vincent and the Grenadines","364","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.825518846511841","0.840038537979126","0.778857588768005","0.802160561084747","0.683189988136292","0.685820758342743","0.644131362438202","0.642846345901489","0.683015823364258","0.624563992023468","0.567312180995941","0.575759708881378","0.560988008975983","0.519542396068573","0.530715763568878","0.606532454490662","0.582888424396515","0.583274245262146","0.586325645446777","0.582774817943573","0.593569397926331","0.58412778377533","0.575008869171143","0.570888161659241","0.632394552230835","0.612073004245758","0.604082584381104","0.631936609745026","0.513074815273285","0.51665061712265","0.516171753406525","0.517408192157745","0.514505624771118","0.513267636299133","0.514723718166351","0.509757876396179","0.509469509124756","0.511936128139496","0.513600051403046","0.514440417289734","0.516541361808777",
"St. Vincent and the Grenadines","364","Financial Markets Depth Index","FD_FMD_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Markets Access Index","FD_FMA_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Suriname","366","Financial Development Index","FD_FD_IX","Value","0.13271751999855","0.139747709035873","0.150381043553352","0.155640140175819","0.159865960478783","0.170325011014938","0.174610629677773","0.170058235526085","0.170058235526085","0.17881640791893","0.162413880228996","0.162726059556007","0.160809531807899","0.151772171258926","0.0986966416239738","0.0815479978919029","0.100982986390591","0.111977465450764","0.11961042881012","0.117619879543781","0.112140782177448","0.116214923560619","0.125482007861137","0.126277968287468","0.140203312039375","0.155404075980186","0.160489395260811","0.172105714678764","0.175939828157425","0.180781781673431","0.184321343898773","0.185435563325882","0.189141124486923","0.195563212037086","0.201421514153481","0.200859382748604","0.197388768196106","0.206371143460274","0.195767939090729","0.203814342617989","0.212310671806335",
"Suriname","366","Financial Institutions Index","FD_FI_IX","Value","0.257275074720383","0.27087864279747","0.291424363851547","0.301580309867859","0.309737265110016","0.329905271530151","0.338165819644928","0.329387247562408","0.329387247562408","0.346262484788895","0.314607799053192","0.315201371908188","0.311496287584305","0.293838143348694","0.190414190292358","0.157062843441963","0.194926634430885","0.215881839394569","0.230596125125885","0.226899191737175","0.216188609600067","0.224013388156891","0.242032766342163","0.243474587798119","0.270310908555985","0.299915224313736","0.309734314680099","0.331987649202347","0.339524447917938","0.34875699877739","0.355568528175354","0.35774177312851","0.364933550357819","0.377179354429245","0.388473093509674","0.386924266815186","0.379381209611893","0.397659718990326","0.377611488103867","0.391820400953293","0.408178597688675",
"Suriname","366","Financial Markets Index","FD_FM_IX","Value","0.00340470299124718","0.0036096062976867","0.00394955463707447","0.00412339204922318","0.00426666112616658","0.00464201578870416","0.00479913083836436","0.00463602179661393","0.00463602179661393","0.00496333977207541","0.00440066074952483","0.00442028231918812","0.00436097988858819","0.00426819315180182","0.00344279152341187","0.003111288882792","0.00342111964710057","0.00406094267964363","0.00433908263221383","0.00412625120952725","0.00407495023682714","0.00425247149541974","0.00443522213026881","0.00455681327730417","0.00507223280146718","0.00532480608671904","0.00549414195120335","0.00605723634362221","0.00605127494782209","0.00632915459573269","0.0064699468202889","0.00648519676178694","0.00657177297398448","0.00694002816453576","0.00715299742296338","0.0075977211818099","0.00832389295101166","0.00768828671425581","0.00691003212705255","0.00850560888648033","0.00883565563708544",
"Suriname","366","Financial Institutions Depth Index","FD_FID_IX","Value","0.122198060154915","0.129552245140076","0.141753301024437","0.147992506623268","0.153134569525719","0.166606411337852","0.172245427966118","0.166391268372536","0.166391268372536","0.17813903093338","0.157943964004517","0.170266672968864","0.171283319592476","0.144218891859055","0.125382155179977","0.10041718184948","0.109776221215725","0.142588183283806","0.148156940937042","0.116815194487572","0.107532978057861","0.145044788718224","0.145323172211647","0.121317096054554","0.142346724867821","0.14590448141098","0.13674359023571","0.153030008077621","0.155945613980293","0.144946247339249","0.144531667232513","0.145867109298706","0.141580238938332","0.151836633682251","0.155627980828285","0.180907785892487","0.204630181193352","0.198555588722229","0.185727566480637","0.190642058849335","0.210283756256104",
"Suriname","366","Financial Institutions Access Index","FD_FIA_IX","Value","0.132752418518066","0.140741795301437","0.153996676206589","0.160774752497673","0.166360944509506","0.180996373295784","0.187122419476509","0.180762648582459","0.180762648582459","0.193525061011314","0.171585723757744","0.172350779175758","0.170038551092148","0.166420698165894","0.134237557649612","0.121311977505684","0.133392557501793","0.158339813351631","0.169184759259224","0.160886242985725","0.15888600051403","0.165807709097862","0.172933295369148","0.177674248814583","0.197770908474922","0.209581211209297","0.23029100894928","0.24830824136734","0.245254695415497","0.273134887218475","0.284792274236679","0.288373917341232","0.308079212903976","0.327558815479279","0.34795007109642","0.332264810800552","0.347508758306503","0.356933951377869","0.345422774553299","0.346242278814316","0.331660628318787",
"Suriname","366","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.571862399578094","0.598975479602814","0.636097013950348","0.653718411922455","0.667412996292114","0.698620438575745","0.71097856760025","0.697360813617706","0.697360813617706","0.721809267997742","0.669504821300507","0.64978700876236","0.637546598911285","0.620557308197021","0.304276704788208","0.238344922661781","0.34949141740799","0.3339624106884","0.363623172044754","0.415894985198975","0.393255949020386","0.348934143781662","0.406557649374008","0.444648325443268","0.479909360408783","0.56918728351593","0.588139474391937","0.617057025432587","0.646531820297241","0.65431547164917","0.661990344524384","0.66219824552536","0.664417445659637","0.662164628505707","0.665573179721832","0.643215417861938","0.548496305942535","0.61397784948349","0.576930046081543","0.622486054897308","0.677340924739838",
"Suriname","366","Financial Markets Depth Index","FD_FMD_IX","Value","0.00899151340126991","0.00953264441341162","0.0104304170235991","0.0108895059674978","0.0112678669393063","0.0122591443359852","0.0126740718260407","0.0122433146461844","0.0122433146461844","0.0131077319383621","0.0116217480972409","0.01167356595397","0.0115169538185","0.0112719126045704","0.00909210182726383","0.00821663346141577","0.00903486832976341","0.010724582709372","0.0114591252058744","0.0108970561996102","0.0107615767046809","0.0112303933128715","0.0117130214348435","0.0120341321453452","0.0133953085169196","0.0140623319894075","0.0145095335319638","0.0159966144710779","0.0159808713942766","0.0167147256433964","0.0170865450054407","0.0171268191188574","0.0173554588109255","0.0183279886841774","0.0188904199749231","0.0200648959726095","0.0219826474785805","0.0203040707856417","0.0182487703859806","0.0224625449627638","0.0233341697603464",
"Suriname","366","Financial Markets Access Index","FD_FMA_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Suriname","366","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Trinidad and Tobago","369","Financial Development Index","FD_FD_IX","Value","0.189845129847527","0.198765322566032","0.199148640036583","0.233500361442566","0.247595950961113","0.263687759637833","0.324133336544037","0.376942902803421","0.368857562541962","0.349714338779449","0.301862597465515","0.297735899686813","0.276111245155334","0.293512731790543","0.255224585533142","0.266049534082413","0.274563431739807","0.317408233880997","0.280961692333221","0.289974957704544","0.292141407728195","0.327017545700073","0.346418052911758","0.35082733631134","0.327741891145706","0.303946822881699","0.323960363864899","0.33655047416687","0.281142354011536","0.346592932939529","0.325793772935867","0.308102130889893","0.31996563076973","0.313393592834473","0.303119778633118","0.32820251584053","0.362172454595566","0.361647069454193","0.353878080844879","0.360132873058319","0.363662600517273",
"Trinidad and Tobago","369","Financial Institutions Index","FD_FI_IX","Value","0.305981487035751","0.335369259119034","0.347419261932373","0.415550708770752","0.442485481500626","0.438837379217148","0.493462532758713","0.518020570278168","0.479587018489838","0.463979184627533","0.439327746629715","0.440894186496735","0.436858862638474","0.431791096925735","0.4026038646698","0.421559870243073","0.420530796051025","0.477509737014771","0.429996877908707","0.441860318183899","0.448148041963577","0.512607932090759","0.547224640846252","0.560914993286133","0.520333886146545","0.479955106973648","0.470075935125351","0.519152402877808","0.422028660774231","0.502336084842682","0.4786217212677","0.451821863651276","0.475895792245865","0.475327044725418","0.474684119224548","0.511528611183167","0.560436904430389","0.565611779689789","0.553614616394043","0.584465086460114","0.590662002563477",
"Cambodia","522","Financial Markets Depth Index","FD_FMD_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00188831938430667","0.00263348338194191","0.00277716829441488","0.00376975792460144","0.0039127585478127","0.00344414310529828","0.0032866089604795","0.00302498554810882","0.00258150463923812","0.00247157434932888","0.0028477965388447","0.00304641481488943","0.00291179423220456","0.00324432086199522","0.00424707075580955","0.00985596608370543","0.0098092146217823","0.0317627973854542","0.0366446040570736","0.0326583534479141","0.0257841572165489","0.0235080700367689","0.0186873394995928","0.0192461833357811","0.0173705667257309","0.00861186906695366","0.00623359158635139","0.00623359158635139",
"Sri Lanka","524","Financial Institutions Index","FD_FI_IX","Value","0.214319825172424","0.233654707670212","0.246868252754211","0.259986996650696","0.243652060627937","0.251937627792358","0.247547015547752","0.251506894826889","0.265464454889297","0.227299347519875","0.207084894180298","0.175256043672562","0.215557456016541","0.229406297206879","0.23682202398777","0.247854143381119","0.249830678105354","0.240348145365715","0.23421810567379","0.215099662542343","0.234423771500587","0.246523290872574","0.249402940273285","0.24713346362114","0.254011809825897","0.263126611709595","0.276944190263748","0.284073233604431","0.279115796089172","0.28780660033226","0.307130724191666","0.336716562509537","0.340638250112534","0.344172686338425","0.354483932256699","0.362730443477631","0.365790337324142","0.368463695049286","0.364609181880951","0.365571409463882","0.366620391607285",
"Sri Lanka","524","Financial Institutions Depth Index","FD_FID_IX","Value","0.0524493269622326","0.0587745010852814","0.0633701905608177","0.0681899338960648","0.0625952929258347","0.0655374825000763","0.0640076920390129","0.0654111504554749","0.070641003549099","0.0654219761490822","0.0635866299271584","0.0463016144931316","0.0476027727127075","0.0516713336110115","0.0569567978382111","0.0892069488763809","0.0910805612802505","0.0889466479420662","0.086786575615406","0.088293582201004","0.087171234190464","0.0908109173178673","0.0941238105297089","0.0983246564865112","0.104202143847942","0.108999088406563","0.109863765537739","0.10868839174509","0.0963954851031303","0.086039699614048","0.0924765020608902","0.114336557686329","0.107369586825371","0.107667975127697","0.113762900233269","0.12801256775856","0.135556504130363","0.14014495909214","0.143491864204407","0.146382033824921","0.150583177804947",
"Sri Lanka","524","Financial Institutions Access Index","FD_FIA_IX","Value","0.0908264741301537","0.101779773831367","0.109738133847713","0.118084467947483","0.108396232128143","0.113491222262383","0.11084209382534","0.113272443413734","0.122328974306583","0.105459317564964","0.098019115626812","0.0860962867736816","0.093628853559494","0.104644142091274","0.10948570817709","0.110708624124527","0.114326171576977","0.11101258546114","0.113993555307388","0.119528315961361","0.118986152112484","0.124559886753559","0.122449822723866","0.119515039026737","0.125120878219604","0.129490539431572","0.172531917691231","0.190541982650757","0.20805062353611","0.223332569003105","0.238099336624146","0.261536478996277","0.273129492998123","0.279762446880341","0.2832011282444","0.286394149065018","0.286394149065018","0.286394149065018","0.286394149065018","0.286394149065018","0.286394149065018",
"Denmark","128","Financial Markets Depth Index","FD_FMD_IX","Value","0.026223573833704","0.033050648868084","0.0318160653114319","0.0548008047044277","0.0526358298957348","0.0987920165061951","0.103309080004692","0.106431484222412","0.129663944244385","0.20034883916378","0.167090728878975","0.168375208973885","0.143153473734856","0.189508348703384","0.203983023762703","0.193293288350105","0.236477389931679","0.320050477981567","0.386547148227692","0.365978211164474","0.505591332912445","0.423915296792984","0.314138472080231","0.354258805513382","0.406740963459015","0.452245146036148","0.536906242370605","0.612735867500305","0.595907628536224","0.647776901721954","0.659573674201965","0.660505771636963","0.667861521244049","0.657071352005005","0.629957854747772","0.654560983181","0.618836760520935","0.634915173053741","0.608102142810822","0.621407210826874","0.654943585395813",
"Denmark","128","Financial Markets Efficiency Index","FD_FME_IX","Value","0.012149746529758","0.0113846752792597","0.0124253323301673","0.019646767526865","0.0259331073611975","0.123100534081459","0.146166115999222","0.13020433485508","0.229587137699127","0.429567515850067","0.375849634408951","0.276580363512039","0.577687382698059","0.61909031867981","0.677380442619324","0.575368821620941","0.587130427360535","0.577361762523651","0.838098883628845","0.703771889209747","0.992516338825226","0.957190692424774","0.52282452583313","0.445251852273941","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663",
"France","132","Financial Institutions Index","FD_FI_IX","Value","0.202732622623444","0.222719714045525","0.210453182458878","0.241639211773872","0.268028825521469","0.339507073163986","0.387801796197891","0.423472881317139","0.472253799438477","0.596777856349945","0.578106939792633","0.564648926258087","0.570872485637665","0.629502654075623","0.657939076423645","0.679773092269897","0.689771234989166","0.701591014862061","0.669175028800964","0.675103425979614","0.691784858703613","0.692103445529938","0.69360077381134","0.697501659393311","0.721821844577789","0.742366075515747","0.852547824382782","0.85499632358551","0.871044874191284","0.874338209629059","0.884503543376923","0.887035191059113","0.871199727058411","0.874390244483948","0.859269440174103","0.865082144737244","0.865073084831238","0.845232844352722","0.838131606578827","0.837416768074036","0.833229899406433",
"France","132","Financial Markets Index","FD_FM_IX","Value","0.0850226879119873","0.100551575422287","0.120002843439579","0.104913108050823","0.109466105699539","0.152131378650665","0.219688311219215","0.300394505262375","0.20164543390274","0.226311355829239","0.248732030391693","0.241904318332672","0.235673025250435","0.299159586429596","0.338347434997559","0.321269303560257","0.349514305591583","0.442957639694214","0.530947268009186","0.511796116828918","0.656688034534454","0.677589535713196","0.672642230987549","0.696103751659393","0.704723954200745","0.667163729667664","0.778446793556213","0.755855321884155","0.69213193655014","0.648129820823669","0.677340507507324","0.697604894638062","0.625405073165894","0.593912124633789","0.632491290569305","0.692399621009827","0.694158852100372","0.770528674125671","0.751039326190948","0.75103747844696","0.740011155605316",
"France","132","Financial Institutions Depth Index","FD_FID_IX","Value","0.166259199380875","0.182790502905846","0.172994673252106","0.199960932135582","0.224018812179565","0.290959089994431","0.335702478885651","0.369989633560181","0.413332253694534","0.566467225551605","0.546131014823914","0.534643471240997","0.565555393695831","0.66149365901947","0.690461099147797","0.698437094688416","0.708017945289612","0.712829649448395","0.684725344181061","0.692530453205109","0.70832771062851","0.700448393821716","0.699175417423248","0.699237048625946","0.702041625976563","0.709285795688629","0.719489634037018","0.728539288043976","0.737299382686615","0.75046980381012","0.754210650920868","0.755749464035034","0.756841838359833","0.75813102722168","0.751725256443024","0.754486918449402","0.763831555843353","0.770761013031006","0.775390982627869","0.78150600194931","0.816238045692444",
"France","132","Financial Institutions Access Index","FD_FIA_IX","Value","0.143802583217621","0.158101007342339","0.149628281593323","0.172952219843864","0.193760603666306","0.251659274101257","0.290359169244766","0.320015132427216","0.357503473758698","0.489954471588135","0.472365111112595","0.462429165840149","0.459863722324371","0.490965306758881","0.531740486621857","0.548294305801392","0.569862842559814","0.585257172584534","0.522783637046814","0.539867758750916","0.564202487468719","0.569595992565155","0.57031512260437","0.583392858505249","0.623256623744965","0.660399794578552","0.909222781658173","0.943719029426575","0.951086282730103","0.935080051422119","0.939729869365692","0.951411366462708","0.925156056880951","0.919098556041718","0.909365594387054","0.899879574775696","0.884147226810455","0.859237730503082","0.827552020549774","0.812438666820526","0.789372563362122",
"France","132","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.267328560352325","0.293245732784271","0.276245146989822","0.313015550374985","0.340253591537476","0.408466964960098","0.456074148416519","0.487359941005707","0.541239142417908","0.545808553695679","0.536910593509674","0.520575046539307","0.497001022100449","0.51127427816391","0.504825115203857","0.548550307750702","0.535211265087128","0.547297954559326","0.573101699352264","0.554437875747681","0.551973640918732","0.557460904121399","0.564218759536743","0.557410299777985","0.5805384516716","0.586070537567139","0.581034660339355","0.517652630805969","0.552937150001526","0.570312678813934","0.59573358297348","0.583453178405762","0.563980400562286","0.584329605102539","0.552639901638031","0.586427569389343","0.59695690870285","0.549850165843964","0.567429840564728","0.579619765281677","0.543437480926514",
"France","132","Financial Markets Depth Index","FD_FMD_IX","Value","0.0257934350520372","0.023583946749568","0.026593079790473","0.0366053991019726","0.0487272292375565","0.0858280956745148","0.117910496890545","0.122655108571053","0.124892324209213","0.176789864897728","0.150686994194984","0.167734071612358","0.148487776517868","0.21939118206501","0.245747357606888","0.247076511383057","0.297946929931641","0.407105326652527","0.3967305123806","0.667958319187164","0.789912164211273","0.762101888656616","0.757726728916168","0.796372771263123","0.840907871723175","0.848322570323944","0.97728431224823","0.975522577762604","0.848899245262146","0.849776983261108","0.864165306091309","0.801429927349091","0.805611729621887","0.837464332580566","0.823309659957886","0.910050570964813","0.914140701293945","0.959434688091278","0.907964944839478","0.907960116863251","0.90820175409317",
"France","132","Financial Markets Efficiency Index","FD_FME_IX","Value","0.212864875793457","0.257227182388306","0.29817670583725","0.24659189581871","0.210650265216827","0.272100925445557","0.444998115301132","0.709367275238037","0.356521129608154","0.404518604278564","0.483612596988678","0.425468176603317","0.440201967954636","0.434701412916183","0.560633599758148","0.521597683429718","0.568666338920593","0.720128834247589","1","0.594295024871826","0.921787917613983","1","1","1","1","0.892483472824097","1","1","1","0.814446806907654","0.871880531311035","1","0.733496785163879","0.593031167984009","0.691551864147186","0.785173058509827","0.785173058509827","0.785173058509827","0.785173058509827","0.785173058509827","0.785173058509827",
